,step,success,seed,env,agent,episode_success,env_step,reward,episode_reward
0,0,0.0,3,mw-peg-unplug-side,DreamerV3,0.0,0,,
1,100000,0.6,3,mw-peg-unplug-side,DreamerV3,0.6,100000,,
2,200000,0.75,3,mw-peg-unplug-side,DreamerV3,0.75,200000,,
3,300000,0.65,3,mw-peg-unplug-side,DreamerV3,0.65,300000,,
4,400000,0.7,3,mw-peg-unplug-side,DreamerV3,0.7,400000,,
5,500000,0.53,3,mw-peg-unplug-side,DreamerV3,0.53,500000,,
6,600000,0.9,3,mw-peg-unplug-side,DreamerV3,0.9,600000,,
7,700000,0.5,3,mw-peg-unplug-side,DreamerV3,0.5,700000,,
8,800000,0.45,3,mw-peg-unplug-side,DreamerV3,0.45,800000,,
9,900000,0.75,3,mw-peg-unplug-side,DreamerV3,0.75,900000,,
10,1000000,0.6,3,mw-peg-unplug-side,DreamerV3,0.6,1000000,,
11,1100000,0.7,3,mw-peg-unplug-side,DreamerV3,0.7,1100000,,
12,1200000,0.75,3,mw-peg-unplug-side,DreamerV3,0.75,1200000,,
13,1300000,0.73,3,mw-peg-unplug-side,DreamerV3,0.73,1300000,,
14,1400000,0.8,3,mw-peg-unplug-side,DreamerV3,0.8,1400000,,
15,1500000,0.95,3,mw-peg-unplug-side,DreamerV3,0.95,1500000,,
16,1600000,0.8,3,mw-peg-unplug-side,DreamerV3,0.8,1600000,,
17,1700000,0.7,3,mw-peg-unplug-side,DreamerV3,0.7,1700000,,
18,1800000,0.7,3,mw-peg-unplug-side,DreamerV3,0.7,1800000,,
19,1900000,0.7,3,mw-peg-unplug-side,DreamerV3,0.7,1900000,,
20,2000000,0.75,3,mw-peg-unplug-side,DreamerV3,0.75,2000000,,
21,0,0.0,2,mw-peg-unplug-side,DreamerV3,0.0,0,,
22,100000,0.9,2,mw-peg-unplug-side,DreamerV3,0.9,100000,,
23,200000,0.7,2,mw-peg-unplug-side,DreamerV3,0.7,200000,,
24,300000,0.6,2,mw-peg-unplug-side,DreamerV3,0.6,300000,,
25,400000,0.75,2,mw-peg-unplug-side,DreamerV3,0.75,400000,,
26,500000,0.6,2,mw-peg-unplug-side,DreamerV3,0.6,500000,,
27,600000,0.9,2,mw-peg-unplug-side,DreamerV3,0.9,600000,,
28,700000,0.03,2,mw-peg-unplug-side,DreamerV3,0.03,700000,,
29,800000,0.33,2,mw-peg-unplug-side,DreamerV3,0.33,800000,,
30,900000,0.55,2,mw-peg-unplug-side,DreamerV3,0.55,900000,,
31,1000000,0.72,2,mw-peg-unplug-side,DreamerV3,0.72,1000000,,
32,1100000,0.5,2,mw-peg-unplug-side,DreamerV3,0.5,1100000,,
33,1200000,0.53,2,mw-peg-unplug-side,DreamerV3,0.53,1200000,,
34,1300000,0.2,2,mw-peg-unplug-side,DreamerV3,0.2,1300000,,
35,1400000,0.9,2,mw-peg-unplug-side,DreamerV3,0.9,1400000,,
36,1500000,0.6,2,mw-peg-unplug-side,DreamerV3,0.6,1500000,,
37,1600000,0.43,2,mw-peg-unplug-side,DreamerV3,0.43,1600000,,
38,1700000,0.55,2,mw-peg-unplug-side,DreamerV3,0.55,1700000,,
39,1800000,0.33,2,mw-peg-unplug-side,DreamerV3,0.33,1800000,,
40,1900000,0.9,2,mw-peg-unplug-side,DreamerV3,0.9,1900000,,
41,2000000,0.92,2,mw-peg-unplug-side,DreamerV3,0.92,2000000,,
42,0,0.0,1,mw-peg-unplug-side,DreamerV3,0.0,0,,
43,100000,0.0,1,mw-peg-unplug-side,DreamerV3,0.0,100000,,
44,200000,0.0,1,mw-peg-unplug-side,DreamerV3,0.0,200000,,
45,300000,0.0,1,mw-peg-unplug-side,DreamerV3,0.0,300000,,
46,400000,0.0,1,mw-peg-unplug-side,DreamerV3,0.0,400000,,
47,500000,0.0,1,mw-peg-unplug-side,DreamerV3,0.0,500000,,
48,600000,0.0,1,mw-peg-unplug-side,DreamerV3,0.0,600000,,
49,700000,0.17,1,mw-peg-unplug-side,DreamerV3,0.17,700000,,
50,800000,0.7,1,mw-peg-unplug-side,DreamerV3,0.7,800000,,
51,900000,0.73,1,mw-peg-unplug-side,DreamerV3,0.73,900000,,
52,1000000,0.98,1,mw-peg-unplug-side,DreamerV3,0.98,1000000,,
53,1100000,0.65,1,mw-peg-unplug-side,DreamerV3,0.65,1100000,,
54,1200000,0.93,1,mw-peg-unplug-side,DreamerV3,0.93,1200000,,
55,1300000,0.35,1,mw-peg-unplug-side,DreamerV3,0.35,1300000,,
56,1400000,0.9,1,mw-peg-unplug-side,DreamerV3,0.9,1400000,,
57,1500000,1.0,1,mw-peg-unplug-side,DreamerV3,1.0,1500000,,
58,1600000,0.57,1,mw-peg-unplug-side,DreamerV3,0.57,1600000,,
59,1700000,0.75,1,mw-peg-unplug-side,DreamerV3,0.75,1700000,,
60,1800000,0.8,1,mw-peg-unplug-side,DreamerV3,0.8,1800000,,
61,1900000,0.67,1,mw-peg-unplug-side,DreamerV3,0.67,1900000,,
62,2000000,0.17,1,mw-peg-unplug-side,DreamerV3,0.17,2000000,,
0,0,,3,reacher-hard,DreamerV3,,0,0.0,0.0
1,100000,,3,reacher-hard,DreamerV3,,100000,791.0,791.0
2,200000,,3,reacher-hard,DreamerV3,,200000,858.6,858.6
3,300000,,3,reacher-hard,DreamerV3,,300000,932.8,932.8
4,400000,,3,reacher-hard,DreamerV3,,400000,923.9,923.9
5,500000,,3,reacher-hard,DreamerV3,,500000,915.0,915.0
6,600000,,3,reacher-hard,DreamerV3,,600000,934.6,934.6
7,700000,,3,reacher-hard,DreamerV3,,700000,935.3,935.3
8,800000,,3,reacher-hard,DreamerV3,,800000,932.6,932.6
9,900000,,3,reacher-hard,DreamerV3,,900000,927.0,927.0
10,1000000,,3,reacher-hard,DreamerV3,,1000000,812.8,812.8
11,1100000,,3,reacher-hard,DreamerV3,,1100000,869.3,869.3
12,1200000,,3,reacher-hard,DreamerV3,,1200000,946.2,946.2
13,1300000,,3,reacher-hard,DreamerV3,,1300000,950.6,950.6
14,1400000,,3,reacher-hard,DreamerV3,,1400000,915.4,915.4
15,1600000,,3,reacher-hard,DreamerV3,,1600000,851.2,851.2
16,1700000,,3,reacher-hard,DreamerV3,,1700000,758.4,758.4
17,1800000,,3,reacher-hard,DreamerV3,,1800000,952.0,952.0
18,1900000,,3,reacher-hard,DreamerV3,,1900000,932.4,932.4
19,2000000,,3,reacher-hard,DreamerV3,,2000000,944.5,944.5
20,2100000,,3,reacher-hard,DreamerV3,,2100000,863.7,863.7
21,2200000,,3,reacher-hard,DreamerV3,,2200000,848.0,848.0
22,2300000,,3,reacher-hard,DreamerV3,,2300000,918.2,918.2
23,2500000,,3,reacher-hard,DreamerV3,,2500000,945.6,945.6
24,2600000,,3,reacher-hard,DreamerV3,,2600000,960.6,960.6
25,2700000,,3,reacher-hard,DreamerV3,,2700000,957.9,957.9
26,2800000,,3,reacher-hard,DreamerV3,,2800000,952.8,952.8
27,2900000,,3,reacher-hard,DreamerV3,,2900000,804.8,804.8
28,3000000,,3,reacher-hard,DreamerV3,,3000000,947.4,947.4
29,3100000,,3,reacher-hard,DreamerV3,,3100000,941.3,941.3
30,3200000,,3,reacher-hard,DreamerV3,,3200000,853.5,853.5
31,3300000,,3,reacher-hard,DreamerV3,,3300000,853.8,853.8
32,3400000,,3,reacher-hard,DreamerV3,,3400000,936.4,936.4
33,3500000,,3,reacher-hard,DreamerV3,,3500000,947.4,947.4
34,3600000,,3,reacher-hard,DreamerV3,,3600000,920.2,920.2
35,3700000,,3,reacher-hard,DreamerV3,,3700000,859.3,859.3
36,3800000,,3,reacher-hard,DreamerV3,,3800000,938.4,938.4
37,3900000,,3,reacher-hard,DreamerV3,,3900000,943.1,943.1
38,100000,,2,reacher-hard,DreamerV3,,100000,867.3,867.3
39,200000,,2,reacher-hard,DreamerV3,,200000,813.6,813.6
40,300000,,2,reacher-hard,DreamerV3,,300000,910.4,910.4
41,400000,,2,reacher-hard,DreamerV3,,400000,930.6,930.6
42,500000,,2,reacher-hard,DreamerV3,,500000,922.7,922.7
43,600000,,2,reacher-hard,DreamerV3,,600000,934.6,934.6
44,700000,,2,reacher-hard,DreamerV3,,700000,965.9,965.9
45,800000,,2,reacher-hard,DreamerV3,,800000,949.8,949.8
46,900000,,2,reacher-hard,DreamerV3,,900000,851.8,851.8
47,1000000,,2,reacher-hard,DreamerV3,,1000000,951.5,951.5
48,1100000,,2,reacher-hard,DreamerV3,,1100000,957.6,957.6
49,1200000,,2,reacher-hard,DreamerV3,,1200000,934.9,934.9
50,1300000,,2,reacher-hard,DreamerV3,,1300000,752.3,752.3
51,1400000,,2,reacher-hard,DreamerV3,,1400000,941.3,941.3
52,1500000,,2,reacher-hard,DreamerV3,,1500000,949.2,949.2
53,1600000,,2,reacher-hard,DreamerV3,,1600000,959.0,959.0
54,1700000,,2,reacher-hard,DreamerV3,,1700000,962.0,962.0
55,1800000,,2,reacher-hard,DreamerV3,,1800000,940.3,940.3
56,1900000,,2,reacher-hard,DreamerV3,,1900000,938.5,938.5
57,2000000,,2,reacher-hard,DreamerV3,,2000000,812.0,812.0
58,2100000,,2,reacher-hard,DreamerV3,,2100000,943.6,943.6
59,2200000,,2,reacher-hard,DreamerV3,,2200000,950.5,950.5
60,2300000,,2,reacher-hard,DreamerV3,,2300000,901.9,901.9
61,2400000,,2,reacher-hard,DreamerV3,,2400000,944.4,944.4
62,2500000,,2,reacher-hard,DreamerV3,,2500000,938.2,938.2
63,2600000,,2,reacher-hard,DreamerV3,,2600000,967.6,967.6
64,2700000,,2,reacher-hard,DreamerV3,,2700000,953.0,953.0
65,2800000,,2,reacher-hard,DreamerV3,,2800000,906.6,906.6
66,2900000,,2,reacher-hard,DreamerV3,,2900000,962.2,962.2
67,3000000,,2,reacher-hard,DreamerV3,,3000000,959.6,959.6
68,3100000,,2,reacher-hard,DreamerV3,,3100000,953.3,953.3
69,3200000,,2,reacher-hard,DreamerV3,,3200000,954.3,954.3
70,3300000,,2,reacher-hard,DreamerV3,,3300000,794.0,794.0
71,3400000,,2,reacher-hard,DreamerV3,,3400000,927.4,927.4
72,3500000,,2,reacher-hard,DreamerV3,,3500000,941.4,941.4
73,3600000,,2,reacher-hard,DreamerV3,,3600000,945.9,945.9
74,3700000,,2,reacher-hard,DreamerV3,,3700000,958.6,958.6
75,3800000,,2,reacher-hard,DreamerV3,,3800000,955.1,955.1
76,3900000,,2,reacher-hard,DreamerV3,,3900000,908.8,908.8
77,0,,1,reacher-hard,DreamerV3,,0,0.0,0.0
78,100000,,1,reacher-hard,DreamerV3,,100000,781.7,781.7
79,200000,,1,reacher-hard,DreamerV3,,200000,927.6,927.6
80,300000,,1,reacher-hard,DreamerV3,,300000,925.6,925.6
81,400000,,1,reacher-hard,DreamerV3,,400000,899.0,899.0
82,500000,,1,reacher-hard,DreamerV3,,500000,729.8,729.8
83,600000,,1,reacher-hard,DreamerV3,,600000,952.2,952.2
84,700000,,1,reacher-hard,DreamerV3,,700000,947.9,947.9
85,800000,,1,reacher-hard,DreamerV3,,800000,939.3,939.3
86,900000,,1,reacher-hard,DreamerV3,,900000,952.3,952.3
87,1000000,,1,reacher-hard,DreamerV3,,1000000,943.6,943.6
88,1100000,,1,reacher-hard,DreamerV3,,1100000,879.6,879.6
89,1200000,,1,reacher-hard,DreamerV3,,1200000,943.5,943.5
90,1300000,,1,reacher-hard,DreamerV3,,1300000,841.5,841.5
91,1400000,,1,reacher-hard,DreamerV3,,1400000,950.8,950.8
92,1500000,,1,reacher-hard,DreamerV3,,1500000,957.7,957.7
93,1600000,,1,reacher-hard,DreamerV3,,1600000,958.3,958.3
94,1700000,,1,reacher-hard,DreamerV3,,1700000,900.4,900.4
95,1800000,,1,reacher-hard,DreamerV3,,1800000,964.2,964.2
96,1900000,,1,reacher-hard,DreamerV3,,1900000,959.1,959.1
97,2000000,,1,reacher-hard,DreamerV3,,2000000,933.1,933.1
98,2100000,,1,reacher-hard,DreamerV3,,2100000,949.4,949.4
99,2200000,,1,reacher-hard,DreamerV3,,2200000,873.2,873.2
100,2300000,,1,reacher-hard,DreamerV3,,2300000,949.5,949.5
101,2400000,,1,reacher-hard,DreamerV3,,2400000,887.4,887.4
102,2500000,,1,reacher-hard,DreamerV3,,2500000,955.2,955.2
103,2600000,,1,reacher-hard,DreamerV3,,2600000,960.6,960.6
104,2700000,,1,reacher-hard,DreamerV3,,2700000,924.6,924.6
105,2800000,,1,reacher-hard,DreamerV3,,2800000,942.0,942.0
106,2900000,,1,reacher-hard,DreamerV3,,2900000,947.8,947.8
107,3000000,,1,reacher-hard,DreamerV3,,3000000,937.0,937.0
108,3100000,,1,reacher-hard,DreamerV3,,3100000,961.3,961.3
109,3200000,,1,reacher-hard,DreamerV3,,3200000,943.3,943.3
110,3300000,,1,reacher-hard,DreamerV3,,3300000,953.0,953.0
111,3400000,,1,reacher-hard,DreamerV3,,3400000,960.8,960.8
112,3500000,,1,reacher-hard,DreamerV3,,3500000,945.9,945.9
113,3600000,,1,reacher-hard,DreamerV3,,3600000,958.5,958.5
114,3700000,,1,reacher-hard,DreamerV3,,3700000,944.6,944.6
115,3800000,,1,reacher-hard,DreamerV3,,3800000,951.9,951.9
116,3900000,,1,reacher-hard,DreamerV3,,3900000,949.2,949.2
0,50000,0.0,3,myo-hand-pose,DreamerV3,0.0,50000,,
1,100000,0.0,3,myo-hand-pose,DreamerV3,0.0,100000,,
2,150000,0.0,3,myo-hand-pose,DreamerV3,0.0,150000,,
3,200000,0.0,3,myo-hand-pose,DreamerV3,0.0,200000,,
4,250000,0.0,3,myo-hand-pose,DreamerV3,0.0,250000,,
5,300000,0.0,3,myo-hand-pose,DreamerV3,0.0,300000,,
6,350000,0.0,3,myo-hand-pose,DreamerV3,0.0,350000,,
7,400000,0.0,3,myo-hand-pose,DreamerV3,0.0,400000,,
8,450000,0.0,3,myo-hand-pose,DreamerV3,0.0,450000,,
9,550000,0.0,3,myo-hand-pose,DreamerV3,0.0,550000,,
10,600000,0.0,3,myo-hand-pose,DreamerV3,0.0,600000,,
11,650000,0.0,3,myo-hand-pose,DreamerV3,0.0,650000,,
12,700000,0.0,3,myo-hand-pose,DreamerV3,0.0,700000,,
13,750000,0.0,3,myo-hand-pose,DreamerV3,0.0,750000,,
14,800000,0.0,3,myo-hand-pose,DreamerV3,0.0,800000,,
15,850000,0.0,3,myo-hand-pose,DreamerV3,0.0,850000,,
16,900000,0.0,3,myo-hand-pose,DreamerV3,0.0,900000,,
17,950000,0.0,3,myo-hand-pose,DreamerV3,0.0,950000,,
18,1000000,0.0,3,myo-hand-pose,DreamerV3,0.0,1000000,,
19,1050000,0.0,3,myo-hand-pose,DreamerV3,0.0,1050000,,
20,1100000,0.0,3,myo-hand-pose,DreamerV3,0.0,1100000,,
21,1150000,0.0,3,myo-hand-pose,DreamerV3,0.0,1150000,,
22,1250000,0.0,3,myo-hand-pose,DreamerV3,0.0,1250000,,
23,1300000,0.0,3,myo-hand-pose,DreamerV3,0.0,1300000,,
24,1350000,0.0,3,myo-hand-pose,DreamerV3,0.0,1350000,,
25,1450000,0.0,3,myo-hand-pose,DreamerV3,0.0,1450000,,
26,1500000,0.0,3,myo-hand-pose,DreamerV3,0.0,1500000,,
27,1550000,0.0,3,myo-hand-pose,DreamerV3,0.0,1550000,,
28,1600000,0.0,3,myo-hand-pose,DreamerV3,0.0,1600000,,
29,1650000,0.0,3,myo-hand-pose,DreamerV3,0.0,1650000,,
30,1700000,0.0,3,myo-hand-pose,DreamerV3,0.0,1700000,,
31,1750000,0.0,3,myo-hand-pose,DreamerV3,0.0,1750000,,
32,1800000,0.0,3,myo-hand-pose,DreamerV3,0.0,1800000,,
33,1850000,0.0,3,myo-hand-pose,DreamerV3,0.0,1850000,,
34,1900000,0.0,3,myo-hand-pose,DreamerV3,0.0,1900000,,
35,1950000,0.0,3,myo-hand-pose,DreamerV3,0.0,1950000,,
36,2000000,0.0,3,myo-hand-pose,DreamerV3,0.0,2000000,,
37,0,0.0,2,myo-hand-pose,DreamerV3,0.0,0,,
38,50000,0.0,2,myo-hand-pose,DreamerV3,0.0,50000,,
39,100000,0.0,2,myo-hand-pose,DreamerV3,0.0,100000,,
40,150000,0.0,2,myo-hand-pose,DreamerV3,0.0,150000,,
41,200000,0.0,2,myo-hand-pose,DreamerV3,0.0,200000,,
42,250000,0.0,2,myo-hand-pose,DreamerV3,0.0,250000,,
43,300000,0.0,2,myo-hand-pose,DreamerV3,0.0,300000,,
44,350000,0.0,2,myo-hand-pose,DreamerV3,0.0,350000,,
45,400000,0.0,2,myo-hand-pose,DreamerV3,0.0,400000,,
46,450000,0.0,2,myo-hand-pose,DreamerV3,0.0,450000,,
47,500000,0.0,2,myo-hand-pose,DreamerV3,0.0,500000,,
48,550000,0.0,2,myo-hand-pose,DreamerV3,0.0,550000,,
49,600000,0.0,2,myo-hand-pose,DreamerV3,0.0,600000,,
50,650000,0.0,2,myo-hand-pose,DreamerV3,0.0,650000,,
51,700000,0.0,2,myo-hand-pose,DreamerV3,0.0,700000,,
52,750000,0.0,2,myo-hand-pose,DreamerV3,0.0,750000,,
53,800000,0.0,2,myo-hand-pose,DreamerV3,0.0,800000,,
54,850000,0.0,2,myo-hand-pose,DreamerV3,0.0,850000,,
55,900000,0.0,2,myo-hand-pose,DreamerV3,0.0,900000,,
56,1000000,0.0,2,myo-hand-pose,DreamerV3,0.0,1000000,,
57,1050000,0.0,2,myo-hand-pose,DreamerV3,0.0,1050000,,
58,1100000,0.0,2,myo-hand-pose,DreamerV3,0.0,1100000,,
59,1150000,0.0,2,myo-hand-pose,DreamerV3,0.0,1150000,,
60,1200000,0.0,2,myo-hand-pose,DreamerV3,0.0,1200000,,
61,1250000,0.0,2,myo-hand-pose,DreamerV3,0.0,1250000,,
62,1300000,0.0,2,myo-hand-pose,DreamerV3,0.0,1300000,,
63,1350000,0.0,2,myo-hand-pose,DreamerV3,0.0,1350000,,
64,1400000,0.0,2,myo-hand-pose,DreamerV3,0.0,1400000,,
65,1450000,0.0,2,myo-hand-pose,DreamerV3,0.0,1450000,,
66,1500000,0.0,2,myo-hand-pose,DreamerV3,0.0,1500000,,
67,1550000,0.0,2,myo-hand-pose,DreamerV3,0.0,1550000,,
68,1600000,0.0,2,myo-hand-pose,DreamerV3,0.0,1600000,,
69,1650000,0.0,2,myo-hand-pose,DreamerV3,0.0,1650000,,
70,1700000,0.0,2,myo-hand-pose,DreamerV3,0.0,1700000,,
71,1750000,0.0,2,myo-hand-pose,DreamerV3,0.0,1750000,,
72,1800000,0.0,2,myo-hand-pose,DreamerV3,0.0,1800000,,
73,1850000,0.0,2,myo-hand-pose,DreamerV3,0.0,1850000,,
74,1950000,0.0,2,myo-hand-pose,DreamerV3,0.0,1950000,,
75,2000000,0.0,2,myo-hand-pose,DreamerV3,0.0,2000000,,
76,50000,0.0,1,myo-hand-pose,DreamerV3,0.0,50000,,
77,100000,0.0,1,myo-hand-pose,DreamerV3,0.0,100000,,
78,150000,0.0,1,myo-hand-pose,DreamerV3,0.0,150000,,
79,200000,0.0,1,myo-hand-pose,DreamerV3,0.0,200000,,
80,250000,0.0,1,myo-hand-pose,DreamerV3,0.0,250000,,
81,300000,0.0,1,myo-hand-pose,DreamerV3,0.0,300000,,
82,350000,0.0,1,myo-hand-pose,DreamerV3,0.0,350000,,
83,400000,0.0,1,myo-hand-pose,DreamerV3,0.0,400000,,
84,450000,0.0,1,myo-hand-pose,DreamerV3,0.0,450000,,
85,500000,0.0,1,myo-hand-pose,DreamerV3,0.0,500000,,
86,550000,0.0,1,myo-hand-pose,DreamerV3,0.0,550000,,
87,600000,0.0,1,myo-hand-pose,DreamerV3,0.0,600000,,
88,650000,0.0,1,myo-hand-pose,DreamerV3,0.0,650000,,
89,700000,0.0,1,myo-hand-pose,DreamerV3,0.0,700000,,
90,750000,0.0,1,myo-hand-pose,DreamerV3,0.0,750000,,
91,800000,0.0,1,myo-hand-pose,DreamerV3,0.0,800000,,
92,850000,0.0,1,myo-hand-pose,DreamerV3,0.0,850000,,
93,900000,0.0,1,myo-hand-pose,DreamerV3,0.0,900000,,
94,950000,0.0,1,myo-hand-pose,DreamerV3,0.0,950000,,
95,1000000,0.0,1,myo-hand-pose,DreamerV3,0.0,1000000,,
96,1050000,0.0,1,myo-hand-pose,DreamerV3,0.0,1050000,,
97,1100000,0.0,1,myo-hand-pose,DreamerV3,0.0,1100000,,
98,1150000,0.0,1,myo-hand-pose,DreamerV3,0.0,1150000,,
99,1200000,0.0,1,myo-hand-pose,DreamerV3,0.0,1200000,,
100,1250000,0.0,1,myo-hand-pose,DreamerV3,0.0,1250000,,
101,1300000,0.0,1,myo-hand-pose,DreamerV3,0.0,1300000,,
102,1350000,0.0,1,myo-hand-pose,DreamerV3,0.0,1350000,,
103,1400000,0.0,1,myo-hand-pose,DreamerV3,0.0,1400000,,
104,1450000,0.0,1,myo-hand-pose,DreamerV3,0.0,1450000,,
105,1500000,0.0,1,myo-hand-pose,DreamerV3,0.0,1500000,,
106,1550000,0.0,1,myo-hand-pose,DreamerV3,0.0,1550000,,
107,1600000,0.0,1,myo-hand-pose,DreamerV3,0.0,1600000,,
108,1650000,0.0,1,myo-hand-pose,DreamerV3,0.0,1650000,,
109,1700000,0.0,1,myo-hand-pose,DreamerV3,0.0,1700000,,
110,1750000,0.0,1,myo-hand-pose,DreamerV3,0.0,1750000,,
111,1800000,0.0,1,myo-hand-pose,DreamerV3,0.0,1800000,,
112,1850000,0.0,1,myo-hand-pose,DreamerV3,0.0,1850000,,
113,1900000,0.0,1,myo-hand-pose,DreamerV3,0.0,1900000,,
114,1950000,0.0,1,myo-hand-pose,DreamerV3,0.0,1950000,,
115,2000000,0.0,1,myo-hand-pose,DreamerV3,0.0,2000000,,
0,0,0.0,3,stack-cube,DreamerV3,0.0,0,,
1,100000,0.0,3,stack-cube,DreamerV3,0.0,100000,,
2,200000,0.0,3,stack-cube,DreamerV3,0.0,200000,,
3,300000,0.0,3,stack-cube,DreamerV3,0.0,300000,,
4,400000,0.0,3,stack-cube,DreamerV3,0.0,400000,,
5,500000,0.0,3,stack-cube,DreamerV3,0.0,500000,,
6,600000,0.0,3,stack-cube,DreamerV3,0.0,600000,,
7,900000,0.0,3,stack-cube,DreamerV3,0.0,900000,,
8,1000000,0.0,3,stack-cube,DreamerV3,0.0,1000000,,
9,1100000,0.0,3,stack-cube,DreamerV3,0.0,1100000,,
10,1200000,0.0,3,stack-cube,DreamerV3,0.0,1200000,,
11,1300000,0.0,3,stack-cube,DreamerV3,0.0,1300000,,
12,1400000,0.0,3,stack-cube,DreamerV3,0.0,1400000,,
13,1500000,0.0,3,stack-cube,DreamerV3,0.0,1500000,,
14,1600000,0.0,3,stack-cube,DreamerV3,0.0,1600000,,
15,1700000,0.0,3,stack-cube,DreamerV3,0.0,1700000,,
16,1800000,0.0,3,stack-cube,DreamerV3,0.0,1800000,,
17,1900000,0.0,3,stack-cube,DreamerV3,0.0,1900000,,
18,2000000,0.0,3,stack-cube,DreamerV3,0.0,2000000,,
19,2100000,0.0,3,stack-cube,DreamerV3,0.0,2100000,,
20,2200000,0.0,3,stack-cube,DreamerV3,0.0,2200000,,
21,2300000,0.0,3,stack-cube,DreamerV3,0.0,2300000,,
22,2400000,0.0,3,stack-cube,DreamerV3,0.0,2400000,,
23,2500000,0.0,3,stack-cube,DreamerV3,0.0,2500000,,
24,2600000,0.0,3,stack-cube,DreamerV3,0.0,2600000,,
25,2700000,0.0,3,stack-cube,DreamerV3,0.0,2700000,,
26,2800000,0.0,3,stack-cube,DreamerV3,0.0,2800000,,
27,2900000,0.0,3,stack-cube,DreamerV3,0.0,2900000,,
28,3000000,0.0,3,stack-cube,DreamerV3,0.0,3000000,,
29,3100000,0.0,3,stack-cube,DreamerV3,0.0,3100000,,
30,3200000,0.0,3,stack-cube,DreamerV3,0.0,3200000,,
31,3300000,0.0,3,stack-cube,DreamerV3,0.0,3300000,,
32,3400000,0.0,3,stack-cube,DreamerV3,0.0,3400000,,
33,3500000,0.0,3,stack-cube,DreamerV3,0.0,3500000,,
34,3600000,0.0,3,stack-cube,DreamerV3,0.0,3600000,,
35,3700000,0.0,3,stack-cube,DreamerV3,0.0,3700000,,
36,3800000,0.0,3,stack-cube,DreamerV3,0.0,3800000,,
37,3900000,0.0,3,stack-cube,DreamerV3,0.0,3900000,,
38,4000000,0.0,3,stack-cube,DreamerV3,0.0,4000000,,
39,100000,0.0,2,stack-cube,DreamerV3,0.0,100000,,
40,200000,0.0,2,stack-cube,DreamerV3,0.0,200000,,
41,300000,0.0,2,stack-cube,DreamerV3,0.0,300000,,
42,400000,0.0,2,stack-cube,DreamerV3,0.0,400000,,
43,500000,0.0,2,stack-cube,DreamerV3,0.0,500000,,
44,600000,0.0,2,stack-cube,DreamerV3,0.0,600000,,
45,700000,0.0,2,stack-cube,DreamerV3,0.0,700000,,
46,800000,0.0,2,stack-cube,DreamerV3,0.0,800000,,
47,900000,0.0,2,stack-cube,DreamerV3,0.0,900000,,
48,1000000,0.0,2,stack-cube,DreamerV3,0.0,1000000,,
49,1200000,0.0,2,stack-cube,DreamerV3,0.0,1200000,,
50,1300000,0.0,2,stack-cube,DreamerV3,0.0,1300000,,
51,1400000,0.0,2,stack-cube,DreamerV3,0.0,1400000,,
52,1500000,0.0,2,stack-cube,DreamerV3,0.0,1500000,,
53,1600000,0.0,2,stack-cube,DreamerV3,0.0,1600000,,
54,1700000,0.0,2,stack-cube,DreamerV3,0.0,1700000,,
55,1800000,0.0,2,stack-cube,DreamerV3,0.0,1800000,,
56,1900000,0.0,2,stack-cube,DreamerV3,0.0,1900000,,
57,2000000,0.0,2,stack-cube,DreamerV3,0.0,2000000,,
58,2100000,0.0,2,stack-cube,DreamerV3,0.0,2100000,,
59,2200000,0.0,2,stack-cube,DreamerV3,0.0,2200000,,
60,2300000,0.0,2,stack-cube,DreamerV3,0.0,2300000,,
61,2400000,0.0,2,stack-cube,DreamerV3,0.0,2400000,,
62,2500000,0.0,2,stack-cube,DreamerV3,0.0,2500000,,
63,2600000,0.0,2,stack-cube,DreamerV3,0.0,2600000,,
64,2800000,0.0,2,stack-cube,DreamerV3,0.0,2800000,,
65,2900000,0.0,2,stack-cube,DreamerV3,0.0,2900000,,
66,3000000,0.0,2,stack-cube,DreamerV3,0.0,3000000,,
67,3100000,0.0,2,stack-cube,DreamerV3,0.0,3100000,,
68,3200000,0.0,2,stack-cube,DreamerV3,0.0,3200000,,
69,3300000,0.0,2,stack-cube,DreamerV3,0.0,3300000,,
70,3400000,0.0,2,stack-cube,DreamerV3,0.0,3400000,,
71,3500000,0.0,2,stack-cube,DreamerV3,0.0,3500000,,
72,3600000,0.0,2,stack-cube,DreamerV3,0.0,3600000,,
73,3700000,0.0,2,stack-cube,DreamerV3,0.0,3700000,,
74,3800000,0.0,2,stack-cube,DreamerV3,0.0,3800000,,
75,3900000,0.0,2,stack-cube,DreamerV3,0.0,3900000,,
76,4000000,0.0,2,stack-cube,DreamerV3,0.0,4000000,,
77,0,0.0,1,stack-cube,DreamerV3,0.0,0,,
78,100000,0.0,1,stack-cube,DreamerV3,0.0,100000,,
79,200000,0.0,1,stack-cube,DreamerV3,0.0,200000,,
80,300000,0.0,1,stack-cube,DreamerV3,0.0,300000,,
81,400000,0.0,1,stack-cube,DreamerV3,0.0,400000,,
82,500000,0.0,1,stack-cube,DreamerV3,0.0,500000,,
83,600000,0.0,1,stack-cube,DreamerV3,0.0,600000,,
84,700000,0.0,1,stack-cube,DreamerV3,0.0,700000,,
85,800000,0.0,1,stack-cube,DreamerV3,0.0,800000,,
86,900000,0.0,1,stack-cube,DreamerV3,0.0,900000,,
