,step,success,seed,env,agent,episode_success,env_step,reward,episode_reward
11,1100000,0.8,3,mw-peg-insert-side,DreamerV3,0.8,1100000,,
12,1200000,0.55,3,mw-peg-insert-side,DreamerV3,0.55,1200000,,
13,1300000,0.7,3,mw-peg-insert-side,DreamerV3,0.7,1300000,,
14,1400000,0.8,3,mw-peg-insert-side,DreamerV3,0.8,1400000,,
15,1500000,0.8,3,mw-peg-insert-side,DreamerV3,0.8,1500000,,
16,1600000,0.48,3,mw-peg-insert-side,DreamerV3,0.48,1600000,,
17,1700000,0.77,3,mw-peg-insert-side,DreamerV3,0.77,1700000,,
18,1800000,0.65,3,mw-peg-insert-side,DreamerV3,0.65,1800000,,
19,1900000,0.9,3,mw-peg-insert-side,DreamerV3,0.9,1900000,,
20,2000000,0.4,3,mw-peg-insert-side,DreamerV3,0.4,2000000,,
21,0,0.0,1,mw-peg-insert-side,DreamerV3,0.0,0,,
22,100000,0.0,1,mw-peg-insert-side,DreamerV3,0.0,100000,,
23,200000,0.0,1,mw-peg-insert-side,DreamerV3,0.0,200000,,
24,300000,0.45,1,mw-peg-insert-side,DreamerV3,0.45,300000,,
25,400000,0.65,1,mw-peg-insert-side,DreamerV3,0.65,400000,,
26,500000,0.77,1,mw-peg-insert-side,DreamerV3,0.77,500000,,
27,600000,0.5,1,mw-peg-insert-side,DreamerV3,0.5,600000,,
28,700000,0.8,1,mw-peg-insert-side,DreamerV3,0.8,700000,,
29,800000,0.57,1,mw-peg-insert-side,DreamerV3,0.57,800000,,
30,900000,0.8,1,mw-peg-insert-side,DreamerV3,0.8,900000,,
31,1000000,0.6,1,mw-peg-insert-side,DreamerV3,0.6,1000000,,
32,1100000,0.4,1,mw-peg-insert-side,DreamerV3,0.4,1100000,,
33,1200000,0.7,1,mw-peg-insert-side,DreamerV3,0.7,1200000,,
34,1300000,0.7,1,mw-peg-insert-side,DreamerV3,0.7,1300000,,
35,1400000,0.77,1,mw-peg-insert-side,DreamerV3,0.77,1400000,,
36,1500000,0.57,1,mw-peg-insert-side,DreamerV3,0.57,1500000,,
37,1600000,0.75,1,mw-peg-insert-side,DreamerV3,0.75,1600000,,
38,1700000,0.65,1,mw-peg-insert-side,DreamerV3,0.65,1700000,,
39,1800000,0.32,1,mw-peg-insert-side,DreamerV3,0.32,1800000,,
40,1900000,0.62,1,mw-peg-insert-side,DreamerV3,0.62,1900000,,
41,2000000,0.7,1,mw-peg-insert-side,DreamerV3,0.7,2000000,,
42,0,0.0,2,mw-peg-insert-side,DreamerV3,0.0,0,,
43,100000,0.0,2,mw-peg-insert-side,DreamerV3,0.0,100000,,
44,200000,0.0,2,mw-peg-insert-side,DreamerV3,0.0,200000,,
45,300000,0.52,2,mw-peg-insert-side,DreamerV3,0.52,300000,,
46,400000,0.75,2,mw-peg-insert-side,DreamerV3,0.75,400000,,
47,500000,0.5,2,mw-peg-insert-side,DreamerV3,0.5,500000,,
48,600000,0.57,2,mw-peg-insert-side,DreamerV3,0.57,600000,,
49,700000,0.5,2,mw-peg-insert-side,DreamerV3,0.5,700000,,
50,800000,0.77,2,mw-peg-insert-side,DreamerV3,0.77,800000,,
51,900000,0.6,2,mw-peg-insert-side,DreamerV3,0.6,900000,,
52,1000000,0.5,2,mw-peg-insert-side,DreamerV3,0.5,1000000,,
53,1100000,0.85,2,mw-peg-insert-side,DreamerV3,0.85,1100000,,
54,1200000,0.53,2,mw-peg-insert-side,DreamerV3,0.53,1200000,,
55,1300000,0.3,2,mw-peg-insert-side,DreamerV3,0.3,1300000,,
56,1400000,0.55,2,mw-peg-insert-side,DreamerV3,0.55,1400000,,
57,1500000,0.53,2,mw-peg-insert-side,DreamerV3,0.53,1500000,,
58,1600000,0.52,2,mw-peg-insert-side,DreamerV3,0.52,1600000,,
59,1700000,0.57,2,mw-peg-insert-side,DreamerV3,0.57,1700000,,
60,1800000,0.6,2,mw-peg-insert-side,DreamerV3,0.6,1800000,,
61,1900000,0.57,2,mw-peg-insert-side,DreamerV3,0.57,1900000,,
62,2000000,0.25,2,mw-peg-insert-side,DreamerV3,0.25,2000000,,
0,0,0.0,3,myo-hand-key-turn,DreamerV3,0.0,0,,
1,50000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,50000,,
2,100000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,100000,,
3,150000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,150000,,
4,250000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,250000,,
5,300000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,300000,,
6,350000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,350000,,
7,400000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,400000,,
8,450000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,450000,,
9,500000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,500000,,
10,550000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,550000,,
11,600000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,600000,,
12,650000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,650000,,
13,700000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,700000,,
14,750000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,750000,,
15,800000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,800000,,
16,850000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,850000,,
17,900000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,900000,,
18,950000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,950000,,
19,1000000,0.2,3,myo-hand-key-turn,DreamerV3,0.2,1000000,,
20,1050000,0.1,3,myo-hand-key-turn,DreamerV3,0.1,1050000,,
21,1100000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1100000,,
22,1150000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1150000,,
23,1200000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1200000,,
24,1250000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1250000,,
25,1300000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1300000,,
26,1350000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1350000,,
27,1400000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1400000,,
28,1450000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1450000,,
29,1500000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1500000,,
30,1550000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1550000,,
31,1600000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1600000,,
32,1650000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1650000,,
33,1700000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1700000,,
34,1750000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1750000,,
35,1800000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1800000,,
36,1850000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1850000,,
37,1900000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1900000,,
38,1950000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,1950000,,
39,2000000,0.0,3,myo-hand-key-turn,DreamerV3,0.0,2000000,,
40,0,0.0,2,myo-hand-key-turn,DreamerV3,0.0,0,,
41,50000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,50000,,
42,100000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,100000,,
43,150000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,150000,,
44,200000,0.1,2,myo-hand-key-turn,DreamerV3,0.1,200000,,
45,250000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,250000,,
46,300000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,300000,,
47,350000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,350000,,
48,400000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,400000,,
49,450000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,450000,,
50,500000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,500000,,
51,550000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,550000,,
52,600000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,600000,,
53,650000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,650000,,
54,700000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,700000,,
55,850000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,850000,,
56,900000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,900000,,
57,950000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,950000,,
58,1000000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1000000,,
59,1050000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1050000,,
60,1100000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1100000,,
61,1150000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1150000,,
62,1200000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1200000,,
63,1250000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1250000,,
64,1300000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1300000,,
65,1350000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1350000,,
66,1400000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1400000,,
67,1450000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1450000,,
68,1500000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1500000,,
69,1550000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1550000,,
70,1600000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1600000,,
71,1650000,0.1,2,myo-hand-key-turn,DreamerV3,0.1,1650000,,
72,1700000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1700000,,
73,1750000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1750000,,
74,1850000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1850000,,
75,1900000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1900000,,
76,1950000,0.0,2,myo-hand-key-turn,DreamerV3,0.0,1950000,,
77,0,0.0,1,myo-hand-key-turn,DreamerV3,0.0,0,,
78,50000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,50000,,
79,100000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,100000,,
80,150000,0.1,1,myo-hand-key-turn,DreamerV3,0.1,150000,,
81,200000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,200000,,
82,250000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,250000,,
83,300000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,300000,,
84,350000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,350000,,
85,400000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,400000,,
86,450000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,450000,,
87,500000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,500000,,
88,550000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,550000,,
89,600000,0.1,1,myo-hand-key-turn,DreamerV3,0.1,600000,,
90,650000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,650000,,
91,700000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,700000,,
92,750000,0.1,1,myo-hand-key-turn,DreamerV3,0.1,750000,,
93,800000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,800000,,
94,850000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,850000,,
95,900000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,900000,,
96,950000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,950000,,
97,1000000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1000000,,
98,1050000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1050000,,
99,1100000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1100000,,
100,1150000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1150000,,
101,1200000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1200000,,
102,1250000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1250000,,
103,1300000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1300000,,
104,1350000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1350000,,
105,1400000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1400000,,
106,1450000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1450000,,
107,1500000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1500000,,
108,1550000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1550000,,
109,1600000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1600000,,
110,1650000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1650000,,
111,1700000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1700000,,
112,1750000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1750000,,
113,1800000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1800000,,
114,1850000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1850000,,
115,1950000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,1950000,,
116,2000000,0.0,1,myo-hand-key-turn,DreamerV3,0.0,2000000,,
0,0,,3,finger-turn-hard,DreamerV3,,0,84.3,84.3
1,100000,,3,finger-turn-hard,DreamerV3,,100000,285.9,285.9
2,200000,,3,finger-turn-hard,DreamerV3,,200000,266.5,266.5
3,300000,,3,finger-turn-hard,DreamerV3,,300000,467.5,467.5
4,400000,,3,finger-turn-hard,DreamerV3,,400000,680.2,680.2
5,500000,,3,finger-turn-hard,DreamerV3,,500000,833.9,833.9
6,700000,,3,finger-turn-hard,DreamerV3,,700000,895.5,895.5
7,800000,,3,finger-turn-hard,DreamerV3,,800000,822.5,822.5
8,900000,,3,finger-turn-hard,DreamerV3,,900000,915.8,915.8
9,1000000,,3,finger-turn-hard,DreamerV3,,1000000,783.5,783.5
10,1100000,,3,finger-turn-hard,DreamerV3,,1100000,822.6,822.6
11,1200000,,3,finger-turn-hard,DreamerV3,,1200000,875.5,875.5
12,1300000,,3,finger-turn-hard,DreamerV3,,1300000,890.2,890.2
13,1400000,,3,finger-turn-hard,DreamerV3,,1400000,909.1,909.1
14,1500000,,3,finger-turn-hard,DreamerV3,,1500000,884.0,884.0
15,1600000,,3,finger-turn-hard,DreamerV3,,1600000,937.0,937.0
16,1700000,,3,finger-turn-hard,DreamerV3,,1700000,942.6,942.6
17,1800000,,3,finger-turn-hard,DreamerV3,,1800000,821.6,821.6
18,1900000,,3,finger-turn-hard,DreamerV3,,1900000,952.5,952.5
19,2000000,,3,finger-turn-hard,DreamerV3,,2000000,916.7,916.7
20,2100000,,3,finger-turn-hard,DreamerV3,,2100000,875.8,875.8
21,2200000,,3,finger-turn-hard,DreamerV3,,2200000,918.6,918.6
22,2300000,,3,finger-turn-hard,DreamerV3,,2300000,903.3,903.3
23,2400000,,3,finger-turn-hard,DreamerV3,,2400000,935.4,935.4
24,2500000,,3,finger-turn-hard,DreamerV3,,2500000,921.2,921.2
25,2600000,,3,finger-turn-hard,DreamerV3,,2600000,858.2,858.2
26,2700000,,3,finger-turn-hard,DreamerV3,,2700000,907.9,907.9
27,2800000,,3,finger-turn-hard,DreamerV3,,2800000,886.6,886.6
28,2900000,,3,finger-turn-hard,DreamerV3,,2900000,854.6,854.6
29,3000000,,3,finger-turn-hard,DreamerV3,,3000000,901.7,901.7
30,3100000,,3,finger-turn-hard,DreamerV3,,3100000,926.5,926.5
31,3200000,,3,finger-turn-hard,DreamerV3,,3200000,954.5,954.5
32,3300000,,3,finger-turn-hard,DreamerV3,,3300000,926.6,926.6
33,3400000,,3,finger-turn-hard,DreamerV3,,3400000,896.3,896.3
34,3500000,,3,finger-turn-hard,DreamerV3,,3500000,921.4,921.4
35,3600000,,3,finger-turn-hard,DreamerV3,,3600000,937.4,937.4
36,3700000,,3,finger-turn-hard,DreamerV3,,3700000,911.4,911.4
37,3800000,,3,finger-turn-hard,DreamerV3,,3800000,934.3,934.3
38,3900000,,3,finger-turn-hard,DreamerV3,,3900000,948.9,948.9
39,0,,1,finger-turn-hard,DreamerV3,,0,0.0,0.0
40,100000,,1,finger-turn-hard,DreamerV3,,100000,100.3,100.3
41,200000,,1,finger-turn-hard,DreamerV3,,200000,310.9,310.9
42,300000,,1,finger-turn-hard,DreamerV3,,300000,389.0,389.0
43,400000,,1,finger-turn-hard,DreamerV3,,400000,879.2,879.2
44,500000,,1,finger-turn-hard,DreamerV3,,500000,836.0,836.0
45,600000,,1,finger-turn-hard,DreamerV3,,600000,845.5,845.5
46,700000,,1,finger-turn-hard,DreamerV3,,700000,894.7,894.7
47,800000,,1,finger-turn-hard,DreamerV3,,800000,814.1,814.1
48,900000,,1,finger-turn-hard,DreamerV3,,900000,833.8,833.8
49,1000000,,1,finger-turn-hard,DreamerV3,,1000000,877.8,877.8
50,1100000,,1,finger-turn-hard,DreamerV3,,1100000,913.3,913.3
51,1200000,,1,finger-turn-hard,DreamerV3,,1200000,914.0,914.0
52,1300000,,1,finger-turn-hard,DreamerV3,,1300000,900.0,900.0
53,1400000,,1,finger-turn-hard,DreamerV3,,1400000,897.9,897.9
54,1500000,,1,finger-turn-hard,DreamerV3,,1500000,902.9,902.9
55,1600000,,1,finger-turn-hard,DreamerV3,,1600000,905.6,905.6
56,1700000,,1,finger-turn-hard,DreamerV3,,1700000,894.5,894.5
57,1800000,,1,finger-turn-hard,DreamerV3,,1800000,908.4,908.4
58,1900000,,1,finger-turn-hard,DreamerV3,,1900000,883.0,883.0
59,2000000,,1,finger-turn-hard,DreamerV3,,2000000,859.1,859.1
60,2100000,,1,finger-turn-hard,DreamerV3,,2100000,667.3,667.3
61,2200000,,1,finger-turn-hard,DreamerV3,,2200000,898.9,898.9
62,2300000,,1,finger-turn-hard,DreamerV3,,2300000,921.6,921.6
63,2400000,,1,finger-turn-hard,DreamerV3,,2400000,862.4,862.4
64,2600000,,1,finger-turn-hard,DreamerV3,,2600000,934.2,934.2
65,2700000,,1,finger-turn-hard,DreamerV3,,2700000,913.1,913.1
66,2900000,,1,finger-turn-hard,DreamerV3,,2900000,903.2,903.2
67,3000000,,1,finger-turn-hard,DreamerV3,,3000000,911.4,911.4
68,3100000,,1,finger-turn-hard,DreamerV3,,3100000,833.4,833.4
69,3200000,,1,finger-turn-hard,DreamerV3,,3200000,912.5,912.5
70,3300000,,1,finger-turn-hard,DreamerV3,,3300000,931.8,931.8
71,3400000,,1,finger-turn-hard,DreamerV3,,3400000,904.9,904.9
72,3500000,,1,finger-turn-hard,DreamerV3,,3500000,926.8,926.8
73,3600000,,1,finger-turn-hard,DreamerV3,,3600000,910.3,910.3
74,3700000,,1,finger-turn-hard,DreamerV3,,3700000,799.3,799.3
75,3800000,,1,finger-turn-hard,DreamerV3,,3800000,889.9,889.9
76,3900000,,1,finger-turn-hard,DreamerV3,,3900000,904.1,904.1
77,0,,2,finger-turn-hard,DreamerV3,,0,0.0,0.0
78,100000,,2,finger-turn-hard,DreamerV3,,100000,183.3,183.3
79,200000,,2,finger-turn-hard,DreamerV3,,200000,555.6,555.6
80,300000,,2,finger-turn-hard,DreamerV3,,300000,844.5,844.5
81,400000,,2,finger-turn-hard,DreamerV3,,400000,815.6,815.6
82,500000,,2,finger-turn-hard,DreamerV3,,500000,743.1,743.1
83,600000,,2,finger-turn-hard,DreamerV3,,600000,736.9,736.9
84,700000,,2,finger-turn-hard,DreamerV3,,700000,873.8,873.8
85,800000,,2,finger-turn-hard,DreamerV3,,800000,846.4,846.4
86,900000,,2,finger-turn-hard,DreamerV3,,900000,887.0,887.0
87,1000000,,2,finger-turn-hard,DreamerV3,,1000000,794.9,794.9
88,1100000,,2,finger-turn-hard,DreamerV3,,1100000,868.2,868.2
89,1200000,,2,finger-turn-hard,DreamerV3,,1200000,906.8,906.8
90,1300000,,2,finger-turn-hard,DreamerV3,,1300000,869.6,869.6
91,1400000,,2,finger-turn-hard,DreamerV3,,1400000,923.5,923.5
92,1500000,,2,finger-turn-hard,DreamerV3,,1500000,892.4,892.4
93,1600000,,2,finger-turn-hard,DreamerV3,,1600000,896.9,896.9
94,1700000,,2,finger-turn-hard,DreamerV3,,1700000,909.1,909.1
95,1800000,,2,finger-turn-hard,DreamerV3,,1800000,912.7,912.7
96,1900000,,2,finger-turn-hard,DreamerV3,,1900000,900.3,900.3
97,2000000,,2,finger-turn-hard,DreamerV3,,2000000,917.0,917.0
98,2100000,,2,finger-turn-hard,DreamerV3,,2100000,830.9,830.9
99,2200000,,2,finger-turn-hard,DreamerV3,,2200000,958.9,958.9
100,2300000,,2,finger-turn-hard,DreamerV3,,2300000,895.3,895.3
101,2400000,,2,finger-turn-hard,DreamerV3,,2400000,820.5,820.5
102,2500000,,2,finger-turn-hard,DreamerV3,,2500000,803.6,803.6
103,2600000,,2,finger-turn-hard,DreamerV3,,2600000,873.2,873.2
104,2700000,,2,finger-turn-hard,DreamerV3,,2700000,896.6,896.6
105,2800000,,2,finger-turn-hard,DreamerV3,,2800000,876.6,876.6
106,2900000,,2,finger-turn-hard,DreamerV3,,2900000,917.0,917.0
107,3000000,,2,finger-turn-hard,DreamerV3,,3000000,902.6,902.6
108,3100000,,2,finger-turn-hard,DreamerV3,,3100000,916.3,916.3
109,3200000,,2,finger-turn-hard,DreamerV3,,3200000,918.0,918.0
110,3300000,,2,finger-turn-hard,DreamerV3,,3300000,939.3,939.3
111,3400000,,2,finger-turn-hard,DreamerV3,,3400000,939.9,939.9
112,3500000,,2,finger-turn-hard,DreamerV3,,3500000,932.3,932.3
113,3600000,,2,finger-turn-hard,DreamerV3,,3600000,911.6,911.6
114,3700000,,2,finger-turn-hard,DreamerV3,,3700000,907.3,907.3
115,3800000,,2,finger-turn-hard,DreamerV3,,3800000,912.7,912.7
116,3900000,,2,finger-turn-hard,DreamerV3,,3900000,927.7,927.7
0,0,0.0,3,mw-drawer-open,DreamerV3,0.0,0,,
1,100000,0.0,3,mw-drawer-open,DreamerV3,0.0,100000,,
2,200000,0.0,3,mw-drawer-open,DreamerV3,0.0,200000,,
3,300000,0.33,3,mw-drawer-open,DreamerV3,0.33,300000,,
4,400000,0.05,3,mw-drawer-open,DreamerV3,0.05,400000,,
5,500000,0.0,3,mw-drawer-open,DreamerV3,0.0,500000,,
6,600000,0.4,3,mw-drawer-open,DreamerV3,0.4,600000,,
7,700000,0.2,3,mw-drawer-open,DreamerV3,0.2,700000,,
8,800000,0.37,3,mw-drawer-open,DreamerV3,0.37,800000,,
9,900000,0.3,3,mw-drawer-open,DreamerV3,0.3,900000,,
10,1000000,0.2,3,mw-drawer-open,DreamerV3,0.2,1000000,,
11,1100000,0.4,3,mw-drawer-open,DreamerV3,0.4,1100000,,
12,1200000,0.2,3,mw-drawer-open,DreamerV3,0.2,1200000,,
13,1300000,0.05,3,mw-drawer-open,DreamerV3,0.05,1300000,,
14,1400000,0.1,3,mw-drawer-open,DreamerV3,0.1,1400000,,
15,1500000,0.2,3,mw-drawer-open,DreamerV3,0.2,1500000,,
16,1600000,0.1,3,mw-drawer-open,DreamerV3,0.1,1600000,,
17,1700000,0.27,3,mw-drawer-open,DreamerV3,0.27,1700000,,
18,1800000,0.27,3,mw-drawer-open,DreamerV3,0.27,1800000,,
19,1900000,0.0,3,mw-drawer-open,DreamerV3,0.0,1900000,,
20,2000000,0.05,3,mw-drawer-open,DreamerV3,0.05,2000000,,
21,0,0.0,2,mw-drawer-open,DreamerV3,0.0,0,,
22,100000,0.0,2,mw-drawer-open,DreamerV3,0.0,100000,,
23,200000,0.0,2,mw-drawer-open,DreamerV3,0.0,200000,,
24,300000,0.0,2,mw-drawer-open,DreamerV3,0.0,300000,,
25,400000,0.0,2,mw-drawer-open,DreamerV3,0.0,400000,,
26,500000,0.82,2,mw-drawer-open,DreamerV3,0.82,500000,,
27,600000,0.73,2,mw-drawer-open,DreamerV3,0.73,600000,,
28,700000,0.07,2,mw-drawer-open,DreamerV3,0.07,700000,,
29,800000,0.2,2,mw-drawer-open,DreamerV3,0.2,800000,,
30,900000,0.15,2,mw-drawer-open,DreamerV3,0.15,900000,,
31,1000000,0.3,2,mw-drawer-open,DreamerV3,0.3,1000000,,
32,1100000,0.2,2,mw-drawer-open,DreamerV3,0.2,1100000,,
33,1200000,0.25,2,mw-drawer-open,DreamerV3,0.25,1200000,,
34,1300000,0.35,2,mw-drawer-open,DreamerV3,0.35,1300000,,
35,1400000,0.35,2,mw-drawer-open,DreamerV3,0.35,1400000,,
36,1500000,0.25,2,mw-drawer-open,DreamerV3,0.25,1500000,,
37,1600000,0.57,2,mw-drawer-open,DreamerV3,0.57,1600000,,
38,1700000,0.2,2,mw-drawer-open,DreamerV3,0.2,1700000,,
39,1800000,0.1,2,mw-drawer-open,DreamerV3,0.1,1800000,,
40,1900000,0.55,2,mw-drawer-open,DreamerV3,0.55,1900000,,
41,2000000,0.3,2,mw-drawer-open,DreamerV3,0.3,2000000,,
42,0,0.0,1,mw-drawer-open,DreamerV3,0.0,0,,
43,100000,0.05,1,mw-drawer-open,DreamerV3,0.05,100000,,
44,200000,0.37,1,mw-drawer-open,DreamerV3,0.37,200000,,
45,300000,0.5,1,mw-drawer-open,DreamerV3,0.5,300000,,
46,400000,0.35,1,mw-drawer-open,DreamerV3,0.35,400000,,
47,500000,0.45,1,mw-drawer-open,DreamerV3,0.45,500000,,
48,600000,0.1,1,mw-drawer-open,DreamerV3,0.1,600000,,
49,700000,0.17,1,mw-drawer-open,DreamerV3,0.17,700000,,
50,800000,0.05,1,mw-drawer-open,DreamerV3,0.05,800000,,
51,900000,0.35,1,mw-drawer-open,DreamerV3,0.35,900000,,
52,1000000,0.27,1,mw-drawer-open,DreamerV3,0.27,1000000,,
53,1100000,0.35,1,mw-drawer-open,DreamerV3,0.35,1100000,,
54,1200000,0.2,1,mw-drawer-open,DreamerV3,0.2,1200000,,
55,1300000,0.35,1,mw-drawer-open,DreamerV3,0.35,1300000,,
56,1400000,0.4,1,mw-drawer-open,DreamerV3,0.4,1400000,,
57,1500000,0.57,1,mw-drawer-open,DreamerV3,0.57,1500000,,
58,1600000,0.75,1,mw-drawer-open,DreamerV3,0.75,1600000,,
59,1700000,0.6,1,mw-drawer-open,DreamerV3,0.6,1700000,,
60,1800000,0.8,1,mw-drawer-open,DreamerV3,0.8,1800000,,
61,1900000,0.35,1,mw-drawer-open,DreamerV3,0.35,1900000,,
62,2000000,0.6,1,mw-drawer-open,DreamerV3,0.6,2000000,,
0,0,0.0,3,lift-cube,DreamerV3,0.0,0,,
1,300000,0.1,3,lift-cube,DreamerV3,0.1,300000,,
2,400000,0.3,3,lift-cube,DreamerV3,0.3,400000,,
3,500000,0.5,3,lift-cube,DreamerV3,0.5,500000,,
4,600000,0.2,3,lift-cube,DreamerV3,0.2,600000,,
5,700000,0.0,3,lift-cube,DreamerV3,0.0,700000,,
6,800000,0.1,3,lift-cube,DreamerV3,0.1,800000,,
7,900000,0.1,3,lift-cube,DreamerV3,0.1,900000,,
8,1000000,0.0,3,lift-cube,DreamerV3,0.0,1000000,,
9,1100000,0.3,3,lift-cube,DreamerV3,0.3,1100000,,
10,1300000,0.2,3,lift-cube,DreamerV3,0.2,1300000,,
11,1400000,0.0,3,lift-cube,DreamerV3,0.0,1400000,,
12,1500000,0.0,3,lift-cube,DreamerV3,0.0,1500000,,
13,1600000,0.0,3,lift-cube,DreamerV3,0.0,1600000,,
14,1700000,0.1,3,lift-cube,DreamerV3,0.1,1700000,,
15,1800000,0.0,3,lift-cube,DreamerV3,0.0,1800000,,
16,1900000,0.1,3,lift-cube,DreamerV3,0.1,1900000,,
17,2000000,0.0,3,lift-cube,DreamerV3,0.0,2000000,,
18,2100000,0.1,3,lift-cube,DreamerV3,0.1,2100000,,
