discrete_encoding_type,env,env_step,time,episode_reward,seed
codes,walker-walk,26000.0,1194.8346273899078,891.6597900390625,2
codes,walker-walk,51000.0,2476.6613450050354,960.4812622070312,2
codes,walker-walk,76000.0,3722.5151093006134,967.2138061523438,2
codes,walker-walk,101000.0,4964.119429349899,965.17333984375,2
codes,walker-walk,126000.0,6208.650530099869,974.35302734375,2
codes,walker-walk,151000.0,7446.812252283096,972.6490478515624,2
codes,walker-walk,176000.0,8678.756513595581,971.3804931640624,2
codes,walker-walk,201000.0,9907.856575489044,972.7320556640624,2
codes,walker-walk,226000.0,11144.36461520195,971.15771484375,2
codes,walker-walk,251000.0,12411.126724481584,974.3629150390624,2
codes,walker-walk,276000.0,13645.872507810593,980.8057861328124,2
codes,walker-walk,301000.0,14879.296658039091,971.1236572265624,2
codes,walker-walk,326000.0,16117.404611349106,976.0277709960938,2
codes,walker-walk,351000.0,17392.366599082947,972.6961059570312,2
codes,walker-walk,376000.0,18636.961607694622,978.5189819335938,2
codes,walker-walk,401000.0,19871.465596199036,975.4894409179688,2
codes,walker-walk,426000.0,21104.79808306694,974.4560546875,2
codes,walker-walk,451000.0,22348.51775288582,980.8549194335938,2
codes,walker-walk,476000.0,23596.22928404808,979.3736572265624,2
codes,walker-walk,501000.0,24832.442939043045,984.8458251953124,2
codes,walker-walk,526000.0,26082.42019534111,977.1414184570312,2
codes,walker-walk,551000.0,27325.00334739685,978.6052856445312,2
codes,walker-walk,576000.0,28556.7443857193,981.7186889648438,2
codes,walker-walk,601000.0,29811.527212381363,980.888671875,2
codes,walker-walk,626000.0,31043.87259578705,979.1342163085938,2
codes,walker-walk,651000.0,32278.16608452797,987.1808471679688,2
codes,walker-walk,676000.0,33545.049359083176,981.5886840820312,2
codes,walker-walk,701000.0,34778.31338763237,981.0880126953124,2
codes,walker-walk,726000.0,36017.433825969696,972.5397338867188,2
codes,walker-walk,751000.0,37255.01853632927,974.6867065429688,2
codes,walker-walk,776000.0,38491.33344221115,978.1070556640624,2
codes,walker-walk,801000.0,39741.224385261536,978.7377319335938,2
codes,walker-walk,826000.0,40987.82147979736,978.6066284179688,2
codes,walker-walk,851000.0,42235.124972105026,978.3191528320312,2
codes,walker-walk,876000.0,43503.45401883125,983.3259887695312,2
codes,walker-walk,901000.0,44768.29187631607,984.6104736328124,2
codes,walker-walk,926000.0,46003.86187577248,978.0601806640624,2
codes,walker-walk,951000.0,47231.373398303986,986.6851806640624,2
codes,walker-walk,976000.0,48460.26258111,980.49462890625,2
codes,walker-walk,1001000.0,49709.639625787735,982.89501953125,2
codes,walker-walk,1026000.0,50939.84650349617,986.4221801757812,2
codes,walker-walk,1051000.0,52173.01961541176,982.8070678710938,2
codes,walker-walk,1076000.0,53411.41735005379,976.1866455078124,2
codes,walker-walk,1101000.0,54643.98213291168,981.9459838867188,2
codes,walker-walk,1126000.0,55880.80477929115,974.5826416015624,2
codes,walker-walk,1151000.0,57114.609218120575,979.2672119140624,2
codes,walker-walk,1176000.0,58349.42987370491,988.8195190429688,2
codes,walker-walk,1201000.0,59577.99270033837,980.0714721679688,2
codes,walker-walk,1226000.0,60829.46692824364,982.4325561523438,2
codes,walker-walk,1251000.0,62085.88996863365,985.9683837890624,2
codes,walker-walk,1276000.0,63343.21657156944,981.4195556640624,2
codes,walker-walk,1301000.0,64572.61113619805,976.2302856445312,2
codes,walker-walk,1326000.0,65800.11374926567,979.0646362304688,2
codes,walker-walk,1351000.0,67042.77959275246,979.0328369140624,2
codes,walker-walk,1376000.0,68292.8522105217,974.265625,2
codes,walker-walk,1401000.0,69550.75282692909,978.2074584960938,2
codes,walker-walk,1426000.0,70793.91078352928,988.2112426757812,2
codes,walker-walk,1451000.0,72056.6018371582,983.0924072265624,2
codes,walker-walk,1476000.0,73290.18231225014,979.3048706054688,2
codes,walker-walk,1501000.0,74530.83899235725,978.1718139648438,2
codes,walker-walk,1526000.0,75766.65670752525,979.96875,2
codes,walker-walk,1551000.0,77000.11569881439,979.4508666992188,2
codes,walker-walk,1576000.0,78244.7452788353,976.9926147460938,2
codes,walker-walk,1601000.0,79504.62439918518,981.2388916015624,2
codes,walker-walk,1626000.0,80830.88850331306,983.2687377929688,2
codes,walker-walk,1651000.0,82068.89997673035,984.2465209960938,2
codes,walker-walk,1676000.0,83335.15236496925,984.8598022460938,2
codes,walker-walk,1701000.0,84569.53765797615,976.9801025390624,2
codes,walker-walk,1726000.0,85802.05015587807,984.4647827148438,2
codes,walker-walk,1751000.0,87039.05937457085,982.1767578125,2
codes,walker-walk,1776000.0,88311.44081354141,980.8015747070312,2
codes,walker-walk,1801000.0,89546.46139860153,979.6150512695312,2
codes,walker-walk,1826000.0,90789.64845776558,986.7732543945312,2
codes,walker-walk,1851000.0,92028.28014731409,982.2133178710938,2
codes,walker-walk,1876000.0,93257.3033297062,972.8908081054688,2
codes,walker-walk,1901000.0,94512.8289926052,983.2140502929688,2
codes,walker-walk,1926000.0,95759.88019037248,978.3870239257812,2
codes,walker-walk,1951000.0,97027.08426189424,982.0616455078124,2
codes,walker-walk,1976000.0,98307.4356431961,973.951171875,2
codes,walker-walk,2001000.0,99553.32977962494,980.56884765625,2
codes,walker-walk,2026000.0,100796.867552042,980.3353881835938,2
codes,walker-walk,2051000.0,102045.61956548692,985.95703125,2
codes,walker-walk,2076000.0,103291.7505300045,980.9117431640624,2
codes,walker-walk,2101000.0,104528.90164518356,965.9429931640624,2
codes,walker-walk,2126000.0,105761.15150642396,986.0451049804688,2
codes,walker-walk,2151000.0,106998.53847455978,979.6326293945312,2
codes,walker-walk,2176000.0,108241.19172501564,979.0219116210938,2
codes,walker-walk,2201000.0,109506.10945916176,982.52490234375,2
codes,walker-walk,2226000.0,110744.49946975708,979.48095703125,2
codes,walker-walk,2251000.0,111989.54615664482,983.32275390625,2
codes,walker-walk,2276000.0,113220.36933207512,984.3982543945312,2
codes,walker-walk,2301000.0,114466.746311903,984.3886108398438,2
codes,walker-walk,2326000.0,115714.58942198752,979.7055053710938,2
codes,walker-walk,2351000.0,117007.4634616375,981.91357421875,2
codes,walker-walk,2376000.0,118257.97643065453,983.0748901367188,2
codes,walker-walk,2401000.0,119526.38752770424,985.1967163085938,2
codes,walker-walk,2426000.0,120802.30045437811,976.5247192382812,2
codes,walker-walk,2451000.0,122048.2106809616,975.6286010742188,2
codes,walker-walk,2476000.0,123287.20545816422,977.3844604492188,2
codes,walker-walk,2501000.0,124568.14454507828,970.6652221679688,2
codes,walker-walk,2526000.0,125817.8044719696,984.5067749023438,2
codes,walker-walk,2551000.0,127051.2704949379,981.44140625,2
codes,walker-walk,2576000.0,128293.28035593031,984.1336059570312,2
codes,walker-walk,2601000.0,129524.65354275703,982.0236206054688,2
codes,walker-walk,2626000.0,130761.28823328018,976.8798217773438,2
codes,walker-walk,2651000.0,132007.96853995323,971.7970581054688,2
codes,walker-walk,2676000.0,133239.4309978485,979.8097534179688,2
codes,walker-walk,2701000.0,134475.02291750908,981.4957885742188,2
codes,walker-walk,2726000.0,135763.84692502022,981.5905151367188,2
codes,walker-walk,2751000.0,137037.6388862133,980.7369384765624,2
codes,walker-walk,2776000.0,138283.2213997841,981.0075073242188,2
codes,walker-walk,2801000.0,139531.31776976585,979.7802124023438,2
codes,walker-walk,2826000.0,140762.08772921562,979.5343017578124,2
codes,walker-walk,2851000.0,142002.18673610687,985.80322265625,2
codes,walker-walk,2876000.0,143248.94816994667,982.5949096679688,2
codes,walker-walk,2901000.0,144481.13900637627,973.9786987304688,2
codes,walker-walk,2926000.0,145717.32975769043,981.7721557617188,2
codes,walker-walk,2951000.0,146947.1384806633,980.5814819335938,2
codes,walker-walk,2976000.0,148185.00551891327,987.6203002929688,2
codes,walker-walk,3001000.0,149420.83243370056,981.0841064453124,2
codes,walker-walk,3026000.0,150672.01298594475,981.478515625,2
codes,walker-walk,3051000.0,151918.86883234978,984.3531494140624,2
codes,walker-walk,3076000.0,153171.06558132172,981.5173950195312,2
codes,walker-walk,3101000.0,154411.68640184402,985.3244018554688,2
codes,walker-walk,3126000.0,155648.106828928,975.0744018554688,2
codes,walker-walk,3151000.0,156884.20815086365,979.3798828125,2
codes,walker-walk,3176000.0,158119.6358113289,986.1636962890624,2
codes,walker-walk,3201000.0,159376.6973130703,983.2201538085938,2
codes,walker-walk,3226000.0,160608.78102254868,982.7680053710938,2
codes,walker-walk,3251000.0,161866.64340662956,975.251953125,2
codes,walker-walk,3276000.0,163102.34519410133,979.5857543945312,2
codes,walker-walk,3301000.0,164367.08608055115,982.6388549804688,2
codes,walker-walk,3326000.0,165602.830701828,980.1671752929688,2
codes,walker-walk,1000.0,104.49813795089722,46.411861419677734,3
codes,walker-walk,26000.0,1225.6597323417664,782.9484252929688,3
codes,walker-walk,51000.0,2509.573122739792,964.6975708007812,3
codes,walker-walk,76000.0,3765.917397499085,964.9410400390624,3
codes,walker-walk,101000.0,5011.5882778167725,967.0859375,3
codes,walker-walk,126000.0,6254.912054538727,970.5441284179688,3
codes,walker-walk,151000.0,7491.348087310791,974.6533203125,3
codes,walker-walk,176000.0,8758.411350250244,972.1754150390624,3
codes,walker-walk,201000.0,10000.998887777328,971.94384765625,3
codes,walker-walk,226000.0,11245.677183151243,979.4113159179688,3
codes,walker-walk,251000.0,12481.378510951996,975.9789428710938,3
codes,walker-walk,276000.0,13720.401069879532,978.8804931640624,3
codes,walker-walk,301000.0,14989.921875715256,973.7659301757812,3
codes,walker-walk,326000.0,16250.017743349075,977.4539184570312,3
codes,walker-walk,351000.0,17521.190060853958,977.2897338867188,3
codes,walker-walk,376000.0,18805.903423070908,978.2921752929688,3
codes,walker-walk,401000.0,20049.783500909805,976.0245971679688,3
codes,walker-walk,426000.0,21289.197074890137,970.7171020507812,3
codes,walker-walk,451000.0,22551.032578229904,976.2366333007812,3
codes,walker-walk,476000.0,23801.59917616844,976.755859375,3
codes,walker-walk,501000.0,25059.273852825165,973.6591796875,3
codes,walker-walk,526000.0,26305.40275502205,978.10595703125,3
codes,walker-walk,551000.0,27543.350611925125,972.955078125,3
codes,walker-walk,576000.0,28823.331221342087,975.98974609375,3
codes,walker-walk,601000.0,30058.5610704422,973.2847900390624,3
codes,walker-walk,626000.0,31294.75239920616,984.1517944335938,3
codes,walker-walk,651000.0,32549.54219007492,980.1622924804688,3
codes,walker-walk,676000.0,33792.890577316284,982.6858520507812,3
codes,walker-walk,701000.0,35022.74134302139,982.0888061523438,3
codes,walker-walk,726000.0,36278.80018043518,979.18505859375,3
codes,walker-walk,751000.0,37548.67643356323,977.0142822265624,3
codes,walker-walk,776000.0,38790.417592048645,984.4908447265624,3
codes,walker-walk,801000.0,40051.83019781113,969.2607421875,3
codes,walker-walk,826000.0,41324.179995298386,974.6477661132812,3
codes,walker-walk,851000.0,42572.90625524521,981.5741577148438,3
codes,walker-walk,876000.0,43814.341024160385,985.3115234375,3
codes,walker-walk,901000.0,45073.924639463425,977.8259887695312,3
codes,walker-walk,926000.0,46323.7020072937,978.6544189453124,3
codes,walker-walk,951000.0,47593.34882712364,975.7860717773438,3
codes,walker-walk,976000.0,48826.163437604904,979.2077026367188,3
codes,walker-walk,1001000.0,50058.41918540001,977.0427856445312,3
codes,walker-walk,1026000.0,51292.728043317795,979.3023681640624,3
codes,walker-walk,1051000.0,52531.43671965599,973.9232788085938,3
codes,walker-walk,1076000.0,53775.65686488152,977.4539184570312,3
codes,walker-walk,1101000.0,55009.72395467758,973.1734619140624,3
codes,walker-walk,1126000.0,56263.96455812454,973.3185424804688,3
codes,walker-walk,1151000.0,57500.68056631088,981.8178100585938,3
codes,walker-walk,1176000.0,58803.82024550438,973.7809448242188,3
codes,walker-walk,1201000.0,60038.5347135067,983.8189697265624,3
codes,walker-walk,1226000.0,61293.18120217323,982.3717651367188,3
codes,walker-walk,1251000.0,62527.81380820274,980.2325439453124,3
codes,walker-walk,1276000.0,63766.74112176895,981.9169921875,3
codes,walker-walk,1301000.0,65019.52512073517,973.34765625,3
codes,walker-walk,1326000.0,66278.30255126953,976.5413208007812,3
codes,walker-walk,1351000.0,67517.74523496628,986.6549072265624,3
codes,walker-walk,1376000.0,68758.68629026413,983.1868286132812,3
codes,walker-walk,1401000.0,70023.30375289917,975.2455444335938,3
codes,walker-walk,1426000.0,71259.87581348419,980.5144653320312,3
codes,walker-walk,1451000.0,72503.49906563759,977.3111572265624,3
codes,walker-walk,1476000.0,73745.92800879478,977.79150390625,3
codes,walker-walk,1501000.0,74980.29216241837,988.5302124023438,3
codes,walker-walk,1526000.0,76222.49385261536,975.2517700195312,3
codes,walker-walk,1551000.0,77481.6612071991,971.068359375,3
codes,walker-walk,1576000.0,78717.73069477081,976.1246337890624,3
codes,walker-walk,1601000.0,79978.4983625412,974.96826171875,3
codes,walker-walk,1626000.0,81218.79856538773,983.3748168945312,3
codes,walker-walk,1651000.0,82455.50416779518,983.60546875,3
codes,walker-walk,1676000.0,83725.00445818901,979.423828125,3
codes,walker-walk,1701000.0,85004.00469326973,978.1070556640624,3
codes,walker-walk,1726000.0,86267.38779044151,979.2619018554688,3
codes,walker-walk,1751000.0,87509.37779211998,973.73486328125,3
codes,walker-walk,1776000.0,88763.40691375732,980.8795166015624,3
codes,walker-walk,1801000.0,90020.64602732658,981.9945678710938,3
codes,walker-walk,1826000.0,91303.78660583496,983.8092651367188,3
codes,walker-walk,1851000.0,92559.5542972088,985.1325073242188,3
codes,walker-walk,1876000.0,93804.67932510376,969.2777709960938,3
codes,walker-walk,1901000.0,95069.37183213234,973.4423217773438,3
codes,walker-walk,1926000.0,96372.35194659232,983.9171752929688,3
codes,walker-walk,1951000.0,97637.03607988358,981.9085083007812,3
codes,walker-walk,1976000.0,98894.95931577682,972.7377319335938,3
codes,walker-walk,2001000.0,100146.02918958664,976.4325561523438,3
codes,walker-walk,2026000.0,101393.11624646188,984.4885864257812,3
codes,walker-walk,2051000.0,102644.87104058266,980.8800048828124,3
codes,walker-walk,2076000.0,103895.54355287552,973.5033569335938,3
codes,walker-walk,2101000.0,105169.9145064354,980.8510131835938,3
codes,walker-walk,2126000.0,106425.13504433632,971.4822387695312,3
codes,walker-walk,2151000.0,107715.71502947807,973.0199584960938,3
codes,walker-walk,2176000.0,108972.88646841048,984.40673828125,3
codes,walker-walk,2201000.0,110216.02490973473,985.6267700195312,3
codes,walker-walk,2226000.0,111468.5931518078,982.4932861328124,3
codes,walker-walk,2251000.0,112701.69501829147,982.6627197265624,3
codes,walker-walk,2276000.0,113997.45946836472,971.9987182617188,3
codes,walker-walk,2301000.0,115319.64150309564,983.4904174804688,3
codes,walker-walk,2326000.0,116585.65486240388,977.4654541015624,3
codes,walker-walk,2351000.0,117837.74127078056,981.5512084960938,3
codes,walker-walk,2376000.0,119087.49121403694,981.1329956054688,3
codes,walker-walk,2401000.0,120334.3312585354,978.6558837890624,3
codes,walker-walk,2426000.0,121605.11524367332,979.7006225585938,3
codes,walker-walk,2451000.0,122846.28912353516,977.5780639648438,3
codes,walker-walk,2476000.0,124129.79082679749,979.5450439453124,3
codes,walker-walk,2501000.0,125361.65575838088,965.7498168945312,3
codes,walker-walk,2526000.0,126629.73023033142,980.88916015625,3
codes,walker-walk,2551000.0,127889.30604743958,986.5370483398438,3
codes,walker-walk,2576000.0,129129.74924445152,980.4166259765624,3
codes,walker-walk,2601000.0,130361.16996574402,985.3529663085938,3
codes,walker-walk,2626000.0,131644.43033385277,984.7101440429688,3
codes,walker-walk,2651000.0,132899.2952375412,982.228515625,3
codes,walker-walk,2676000.0,134134.66994929314,979.9464111328124,3
codes,walker-walk,2701000.0,135394.14695978165,981.3253784179688,3
codes,walker-walk,2726000.0,136673.4563653469,984.3707275390624,3
codes,walker-walk,2751000.0,137927.88681221008,979.3010864257812,3
codes,walker-walk,2776000.0,139187.77102470398,979.5498046875,3
codes,walker-walk,2801000.0,140444.48314523697,979.1062622070312,3
codes,walker-walk,2826000.0,141700.80593132973,970.3488159179688,3
codes,walker-walk,2851000.0,142939.86764431,978.7406616210938,3
codes,walker-walk,2876000.0,144183.82070422173,985.2335815429688,3
codes,walker-walk,2901000.0,145416.29189229012,986.3670043945312,3
codes,walker-walk,2926000.0,146698.49840974808,983.0347900390624,3
codes,walker-walk,2951000.0,147950.39814329147,978.9254150390624,3
codes,walker-walk,2976000.0,149176.55232477188,989.3936767578124,3
codes,walker-walk,3001000.0,150436.47241950035,978.2160034179688,3
codes,walker-walk,3026000.0,151693.61489200592,981.18603515625,3
codes,walker-walk,3051000.0,152932.50804376602,976.8375854492188,3
codes,walker-walk,3076000.0,154163.80661940575,984.9841918945312,3
codes,walker-walk,3101000.0,155397.18575525284,978.81689453125,3
codes,walker-walk,3126000.0,156634.17737913132,978.9172973632812,3
codes,walker-walk,3151000.0,157883.45885920525,982.0568237304688,3
codes,walker-walk,3176000.0,159113.43225884438,982.2033081054688,3
codes,walker-walk,3201000.0,160358.0483903885,978.5778198242188,3
codes,walker-walk,3226000.0,161615.80673718452,982.0146484375,3
codes,walker-walk,3251000.0,162851.15224337578,980.61767578125,3
codes,walker-walk,3276000.0,164085.4954445362,979.4111328125,3
codes,walker-walk,3301000.0,165351.97804999352,982.0810546875,3
codes,walker-walk,3326000.0,166591.3817679882,982.0123901367188,3
one-hot,walker-walk,1000.0,236.00885581970215,35.5916633605957,1
one-hot,walker-walk,26000.0,3880.570276737213,454.4006958007813,1
one-hot,walker-walk,51000.0,6701.426716804504,942.3726806640624,1
one-hot,walker-walk,76000.0,9446.618262529371,959.8717041015624,1
one-hot,walker-walk,101000.0,12155.173637628555,961.8728637695312,1
one-hot,walker-walk,126000.0,14831.8280813694,966.8527221679688,1
one-hot,walker-walk,151000.0,17436.751039743423,965.5881958007812,1
one-hot,walker-walk,176000.0,20138.31326365471,971.9060668945312,1
one-hot,walker-walk,201000.0,22816.88590335846,969.93896484375,1
one-hot,walker-walk,226000.0,25519.251477718353,971.0927734375,1
one-hot,walker-walk,251000.0,28132.617060661316,975.0650634765624,1
one-hot,walker-walk,276000.0,30462.78027105331,979.7808837890624,1
one-hot,walker-walk,301000.0,33072.25922369957,973.2239379882812,1
one-hot,walker-walk,326000.0,35390.47729182243,982.5912475585938,1
one-hot,walker-walk,351000.0,38065.446097135544,979.1941528320312,1
one-hot,walker-walk,376000.0,40712.355949640274,977.2705078125,1
one-hot,walker-walk,401000.0,43368.302366256714,976.5743408203124,1
one-hot,walker-walk,426000.0,46034.39200925827,978.5869140625,1
one-hot,walker-walk,451000.0,48673.48914885521,971.0458984375,1
one-hot,walker-walk,476000.0,51365.06583189964,975.2452392578124,1
one-hot,walker-walk,501000.0,54079.687875032425,981.3676147460938,1
one-hot,walker-walk,526000.0,56775.516948223114,973.8425903320312,1
one-hot,walker-walk,551000.0,59428.164503097534,971.2286987304688,1
one-hot,walker-walk,576000.0,62060.7279689312,975.7592163085938,1
one-hot,walker-walk,601000.0,64706.05796957016,975.1193237304688,1
one-hot,walker-walk,626000.0,67351.84085655212,979.7445678710938,1
one-hot,walker-walk,651000.0,70047.55849528313,977.6867065429688,1
one-hot,walker-walk,676000.0,72701.30053043365,978.2057495117188,1
one-hot,walker-walk,701000.0,75337.86603927612,975.3707275390624,1
one-hot,walker-walk,726000.0,77995.86692881584,982.8717041015624,1
one-hot,walker-walk,751000.0,80621.87957906723,975.9905395507812,1
one-hot,walker-walk,776000.0,83253.57022356987,980.2955322265624,1
one-hot,walker-walk,801000.0,85879.86156010628,974.6350708007812,1
one-hot,walker-walk,826000.0,88552.72346758842,981.8290405273438,1
one-hot,walker-walk,851000.0,91180.89706349371,976.2587280273438,1
one-hot,walker-walk,876000.0,93978.199457407,983.3933715820312,1
one-hot,walker-walk,901000.0,96706.3442018032,984.8903198242188,1
one-hot,walker-walk,926000.0,99364.57057070732,973.4066772460938,1
one-hot,walker-walk,951000.0,102017.2467353344,985.7094116210938,1
one-hot,walker-walk,976000.0,104774.6929757595,972.6193237304688,1
one-hot,walker-walk,1001000.0,107500.97126555444,972.7799072265624,1
one-hot,walker-walk,1026000.0,110202.48392009737,982.7604370117188,1
one-hot,walker-walk,1051000.0,112913.2492170334,968.7155151367188,1
one-hot,walker-walk,1076000.0,115547.48206138612,981.2396850585938,1
one-hot,walker-walk,1101000.0,118191.41053271294,978.6612548828124,1
one-hot,walker-walk,1126000.0,120853.6750240326,983.2692260742188,1
one-hot,walker-walk,1151000.0,123572.76041555405,977.1451416015624,1
one-hot,walker-walk,1176000.0,126205.55018186568,974.4791870117188,1
one-hot,walker-walk,1201000.0,128849.02500009535,979.263671875,1
one-hot,walker-walk,1226000.0,131469.63439583778,977.0275268554688,1
one-hot,walker-walk,1251000.0,134186.62938284874,968.2177734375,1
one-hot,walker-walk,1276000.0,136833.21041226387,969.8746948242188,1
