latent_dim,env,env_step,episode_reward,active_percent,seed
128,walker-walk,1251000.0,967.1721801757812,98.17708587646484,1
128,walker-walk,1276000.0,970.8765869140624,98.22917938232422,1
128,walker-walk,1301000.0,977.0502319335938,98.85417175292967,1
128,walker-walk,1326000.0,974.833984375,98.43750762939452,1
128,walker-walk,1351000.0,971.7006225585938,97.86458587646484,1
128,walker-walk,1376000.0,983.0961303710938,98.38542938232422,1
128,walker-walk,1401000.0,974.7230834960938,98.48959350585938,1
128,walker-walk,1426000.0,972.4070434570312,98.48958587646484,1
128,walker-walk,1451000.0,974.994140625,99.16666412353516,1
128,walker-walk,1476000.0,979.2550659179688,98.69792175292967,1
128,walker-walk,1501000.0,971.3158569335938,98.43750762939452,1
128,walker-walk,1526000.0,982.0336303710938,97.81250762939452,1
128,walker-walk,1551000.0,976.6791381835938,98.59375,1
128,walker-walk,1576000.0,977.7570190429688,98.95833587646484,1
128,walker-walk,1601000.0,979.0409545898438,98.75,1
128,walker-walk,1626000.0,980.0570678710938,98.75000762939452,1
128,walker-walk,1651000.0,982.63720703125,98.48959350585938,1
128,walker-walk,1676000.0,981.498046875,98.75,1
128,walker-walk,1701000.0,979.8287353515624,99.375,1
128,walker-walk,1726000.0,979.9646606445312,98.90625,1
128,walker-walk,1751000.0,980.5604858398438,98.80207824707033,1
128,walker-walk,1776000.0,981.5068359375,99.06250762939452,1
128,walker-walk,1801000.0,983.81787109375,98.4375,1
128,walker-walk,1826000.0,978.0768432617188,98.90626525878906,1
128,walker-walk,1851000.0,977.4939575195312,98.59375,1
128,walker-walk,1876000.0,981.6163330078124,98.90625,1
128,walker-walk,1901000.0,982.4288940429688,98.38542938232422,1
128,walker-walk,1926000.0,975.0160522460938,98.59375,1
128,walker-walk,1951000.0,979.6375122070312,99.375,1
128,walker-walk,1976000.0,972.9744262695312,98.80209350585938,1
128,walker-walk,2001000.0,980.7771606445312,98.95834350585938,1
128,walker-walk,2026000.0,982.9156494140624,99.0625,1
128,walker-walk,2051000.0,976.9713134765624,98.95834350585938,1
128,walker-walk,2076000.0,978.6801147460938,98.95834350585938,1
128,walker-walk,2101000.0,969.2994995117188,99.27083587646484,1
128,walker-walk,2126000.0,976.5253295898438,98.90625,1
128,walker-walk,2151000.0,977.0751342773438,99.11458587646484,1
128,walker-walk,2176000.0,977.3562622070312,98.48959350585938,1
128,walker-walk,2201000.0,982.3298950195312,99.16667175292967,1
128,walker-walk,2226000.0,981.8004150390624,99.47917938232422,1
128,walker-walk,2251000.0,977.7958984375,98.80209350585938,1
128,walker-walk,2276000.0,985.0911254882812,99.21875762939452,1
128,walker-walk,2301000.0,978.3910522460938,99.27083587646484,1
128,walker-walk,2326000.0,978.4011840820312,98.80209350585938,1
128,walker-walk,2351000.0,978.3587036132812,99.16667175292967,1
128,walker-walk,2376000.0,978.0650634765624,98.80208587646484,1
128,walker-walk,2401000.0,979.0302734375,98.80208587646484,1
128,walker-walk,2426000.0,976.4928588867188,98.90625762939452,1
128,walker-walk,2451000.0,979.6517944335938,99.16667175292967,1
128,walker-walk,2476000.0,973.79638671875,99.27084350585938,1
128,walker-walk,2501000.0,983.6886596679688,99.0625,1
128,walker-walk,2526000.0,975.8507690429688,98.69792175292967,1
128,walker-walk,2551000.0,968.5183715820312,99.27082824707033,1
128,walker-walk,2576000.0,978.5577392578124,99.01042175292967,1
128,walker-walk,2601000.0,968.1957397460938,98.80207824707033,1
128,walker-walk,2626000.0,981.3961791992188,99.21875,1
128,walker-walk,2651000.0,976.3507080078124,99.01042175292967,1
128,walker-walk,2676000.0,970.6028442382812,99.21875762939452,1
128,walker-walk,2701000.0,976.9469604492188,99.27083587646484,1
128,walker-walk,2726000.0,982.1283569335938,98.69792175292967,1
128,walker-walk,2751000.0,972.7711181640624,98.90625,1
128,walker-walk,2776000.0,985.7785034179688,99.16667175292967,1
128,walker-walk,2801000.0,976.7761840820312,99.06250762939452,1
128,walker-walk,2826000.0,978.0587768554688,99.27083587646484,1
128,walker-walk,2851000.0,980.4876098632812,99.16667175292967,1
128,walker-walk,2876000.0,980.9518432617188,99.0625,1
128,walker-walk,2901000.0,978.0529174804688,99.16667175292967,1
128,walker-walk,2926000.0,977.8912963867188,99.375,1
128,walker-walk,2951000.0,981.3822631835938,98.90625762939452,1
128,walker-walk,2976000.0,975.8837890625,99.0625,1
128,walker-walk,3001000.0,966.5113525390624,99.21875,1
128,walker-walk,3026000.0,977.9760131835938,98.95833587646484,1
128,walker-walk,3051000.0,982.0603637695312,99.11459350585938,1
128,walker-walk,3076000.0,978.3826293945312,99.32291412353516,1
128,walker-walk,3101000.0,977.6217651367188,99.16667938232422,1
128,walker-walk,3126000.0,978.5245971679688,99.21874237060548,1
128,walker-walk,3151000.0,973.4016723632812,99.32292175292967,1
128,walker-walk,3176000.0,975.4976806640624,99.0625,1
128,walker-walk,3201000.0,975.4763793945312,99.11458587646484,1
128,walker-walk,3226000.0,978.57421875,99.58332824707033,1
128,walker-walk,3251000.0,975.4833984375,98.90625,1
128,walker-walk,3276000.0,979.8635864257812,99.47917175292967,1
128,walker-walk,3301000.0,984.6078491210938,99.21875,1
128,walker-walk,3326000.0,978.1176147460938,99.375,1
128,walker-walk,3351000.0,974.8468017578124,98.95833587646484,1
128,walker-walk,3376000.0,978.2859497070312,99.21875,1
128,walker-walk,3401000.0,981.6904296875,99.53124237060548,1
128,walker-walk,3426000.0,984.0699462890624,99.32292175292967,1
128,walker-walk,3451000.0,976.97998046875,99.58333587646484,1
128,walker-walk,3476000.0,972.2245483398438,99.01042175292967,1
128,walker-walk,3501000.0,978.7000122070312,99.11458587646484,1
128,walker-walk,3526000.0,973.0421752929688,99.21875,1
128,walker-walk,3551000.0,974.9874877929688,99.375,1
128,walker-walk,3576000.0,976.6472778320312,99.21875,1
128,walker-walk,3601000.0,979.0079345703124,99.42708587646484,1
128,walker-walk,3626000.0,981.0234375,99.375,1
128,walker-walk,3651000.0,978.9005126953124,99.16666412353516,1
128,walker-walk,3676000.0,980.9259643554688,99.32291412353516,1
128,walker-walk,3701000.0,973.2296142578124,99.375,1
128,walker-walk,3726000.0,974.5237426757812,99.21875,1
128,walker-walk,3751000.0,980.2208251953124,99.37500762939452,1
128,walker-walk,3776000.0,972.6109619140624,99.27083587646484,1
128,walker-walk,3801000.0,975.4236450195312,99.32292175292967,1
128,walker-walk,3826000.0,976.8521728515624,99.16667175292967,1
128,walker-walk,3851000.0,985.376953125,99.27083587646484,1
128,walker-walk,3876000.0,979.2041015625,99.63541412353516,1
128,walker-walk,3901000.0,980.9166259765624,99.42708587646484,1
128,walker-walk,3926000.0,967.4865112304688,99.42708587646484,1
128,walker-walk,3951000.0,977.8943481445312,99.375,1
128,walker-walk,3976000.0,975.3453979492188,99.375,1
128,walker-walk,1000.0,34.19173812866211,64.63542175292969,2
128,walker-walk,26000.0,636.00390625,99.89583587646484,2
128,walker-walk,51000.0,952.052734375,99.63541412353516,2
128,walker-walk,76000.0,964.2760009765624,99.79167175292967,2
128,walker-walk,101000.0,948.98828125,99.89583587646484,2
128,walker-walk,126000.0,940.8240356445312,99.89583587646484,2
128,walker-walk,151000.0,958.4461059570312,99.89583587646484,2
128,walker-walk,176000.0,959.3829956054688,99.94792175292967,2
128,walker-walk,201000.0,956.1824340820312,99.6875,2
128,walker-walk,226000.0,969.0029296875,99.94791412353516,2
128,walker-walk,251000.0,967.392578125,99.89583587646484,2
128,walker-walk,276000.0,976.296875,99.89583587646484,2
128,walker-walk,301000.0,971.3764038085938,99.94792175292967,2
128,walker-walk,326000.0,968.4212036132812,100.0,2
128,walker-walk,351000.0,967.8890991210938,99.89583587646484,2
128,walker-walk,376000.0,954.1380004882812,99.79166412353516,2
128,walker-walk,401000.0,975.4826049804688,99.89583587646484,2
128,walker-walk,426000.0,971.1370239257812,99.63542175292967,2
128,walker-walk,451000.0,968.7122192382812,99.94791412353516,2
128,walker-walk,476000.0,973.0167236328124,99.79167175292967,2
128,walker-walk,501000.0,981.1812744140624,99.79167175292967,2
128,walker-walk,526000.0,964.70654296875,99.63541412353516,2
128,walker-walk,551000.0,974.0805053710938,99.47917175292967,2
128,walker-walk,576000.0,981.5322265625,99.58332824707033,2
128,walker-walk,601000.0,979.4111328125,99.16666412353516,2
128,walker-walk,626000.0,965.9103393554688,98.95833587646484,2
128,walker-walk,651000.0,983.6318359375,98.95833587646484,2
128,walker-walk,676000.0,971.0244140625,99.01042175292967,2
128,walker-walk,701000.0,980.1160278320312,98.54167175292967,2
128,walker-walk,726000.0,971.5379028320312,98.64583587646484,2
128,walker-walk,751000.0,972.4757690429688,98.48959350585938,2
128,walker-walk,776000.0,973.9343872070312,98.22917175292967,2
128,walker-walk,801000.0,971.4522705078124,98.64583587646484,2
128,walker-walk,826000.0,976.3566284179688,98.02084350585938,2
128,walker-walk,851000.0,970.3349609375,98.43750762939452,2
128,walker-walk,876000.0,978.5870971679688,98.17709350585938,2
128,walker-walk,901000.0,978.4501342773438,98.07292175292967,2
128,walker-walk,926000.0,973.1954956054688,98.22917175292967,2
128,walker-walk,951000.0,981.6806030273438,98.02083587646484,2
128,walker-walk,976000.0,976.3275756835938,98.28125,2
128,walker-walk,1001000.0,978.8851928710938,97.50000762939452,2
128,walker-walk,1026000.0,983.7371215820312,98.17708587646484,2
128,walker-walk,1051000.0,980.4113159179688,98.43750762939452,2
128,walker-walk,1076000.0,973.5779418945312,97.50001525878906,2
128,walker-walk,1101000.0,980.9896850585938,98.28125762939452,2
128,walker-walk,1126000.0,972.5354614257812,98.48958587646484,2
128,walker-walk,1151000.0,976.1767578125,97.8125,2
128,walker-walk,1176000.0,986.95751953125,98.54166412353516,2
128,walker-walk,1201000.0,969.845703125,98.43750762939452,2
128,walker-walk,1226000.0,973.9144897460938,98.22917175292967,2
128,walker-walk,1251000.0,980.3873901367188,97.81251525878906,2
128,walker-walk,1276000.0,973.0914306640624,97.60416412353516,2
128,walker-walk,1301000.0,970.8857421875,97.34375762939452,2
128,walker-walk,1326000.0,967.6712036132812,98.64584350585938,2
128,walker-walk,1351000.0,974.3416137695312,97.70834350585938,2
128,walker-walk,1376000.0,972.05615234375,98.02084350585938,2
128,walker-walk,1401000.0,978.4762573242188,97.76042175292967,2
128,walker-walk,1426000.0,984.9362182617188,98.17708587646484,2
128,walker-walk,1451000.0,978.5447387695312,97.96875,2
128,walker-walk,1476000.0,975.0707397460938,97.96875,2
128,walker-walk,1501000.0,975.6976928710938,97.76042175292967,2
128,walker-walk,1526000.0,977.8204345703124,98.38542175292967,2
128,walker-walk,1551000.0,981.1039428710938,98.85417175292967,2
128,walker-walk,1576000.0,970.7781372070312,98.75,2
128,walker-walk,1601000.0,975.1573486328124,98.54166412353516,2
128,walker-walk,1626000.0,978.7151489257812,98.59375,2
128,walker-walk,1651000.0,982.5126342773438,98.69792175292967,2
128,walker-walk,1676000.0,983.0431518554688,98.4375,2
128,walker-walk,1701000.0,973.826171875,98.38542175292967,2
128,walker-walk,1726000.0,979.5201416015624,98.125,2
128,walker-walk,1751000.0,980.19873046875,98.64584350585938,2
128,walker-walk,1776000.0,977.3363647460938,98.75,2
128,walker-walk,1801000.0,974.4443359375,98.02083587646484,2
128,walker-walk,1826000.0,985.3558959960938,98.75,2
128,walker-walk,1851000.0,977.0234375,99.0625,2
128,walker-walk,1876000.0,972.5805053710938,99.01041412353516,2
128,walker-walk,1901000.0,976.3324584960938,98.54167175292967,2
128,walker-walk,1926000.0,976.2434692382812,98.48958587646484,2
128,walker-walk,1951000.0,971.9548950195312,98.64582824707033,2
128,walker-walk,1976000.0,972.6393432617188,98.4375,2
128,walker-walk,2001000.0,973.2823486328124,98.28125762939452,2
128,walker-walk,2026000.0,978.9873046875,98.38542175292967,2
128,walker-walk,2051000.0,984.1203002929688,98.59375762939452,2
128,walker-walk,2076000.0,974.9957275390624,98.80208587646484,2
128,walker-walk,2101000.0,973.5396728515624,98.90625,2
128,walker-walk,2126000.0,985.9529418945312,98.75000762939452,2
128,walker-walk,2151000.0,979.8056640625,98.80209350585938,2
128,walker-walk,2176000.0,969.7931518554688,98.69791412353516,2
128,walker-walk,2201000.0,977.0670166015624,99.0625,2
128,walker-walk,2226000.0,972.96533203125,99.27083587646484,2
128,walker-walk,2251000.0,978.0224609375,98.85417175292967,2
128,walker-walk,2276000.0,979.4826049804688,99.0625,2
128,walker-walk,2301000.0,972.1336059570312,98.85417175292967,2
128,walker-walk,2326000.0,976.4876098632812,98.75000762939452,2
128,walker-walk,2351000.0,978.2644653320312,98.69792175292967,2
128,walker-walk,2376000.0,982.5578002929688,98.75,2
128,walker-walk,2401000.0,981.8676147460938,98.64584350585938,2
128,walker-walk,2426000.0,972.2980346679688,99.01042938232422,2
128,walker-walk,2451000.0,973.2332153320312,98.90625,2
128,walker-walk,2476000.0,975.3020629882812,98.64583587646484,2
128,walker-walk,2501000.0,963.2355346679688,98.54167175292967,2
128,walker-walk,2526000.0,982.7048950195312,98.75,2
128,walker-walk,2551000.0,977.1472778320312,99.11458587646484,2
128,walker-walk,2576000.0,982.64453125,98.54167175292967,2
128,walker-walk,2601000.0,974.31982421875,98.38541412353516,2
128,walker-walk,2626000.0,971.4132690429688,98.80208587646484,2
128,walker-walk,2651000.0,969.416015625,98.54166412353516,2
128,walker-walk,2676000.0,978.31103515625,98.69792175292967,2
128,walker-walk,2701000.0,976.85986328125,98.80207824707033,2
128,walker-walk,2726000.0,979.8728637695312,98.54167938232422,2
128,walker-walk,2751000.0,976.21826171875,98.95834350585938,2
128,walker-walk,2776000.0,979.4191284179688,99.375,2
128,walker-walk,2801000.0,977.4850463867188,99.21875762939452,2
128,walker-walk,2826000.0,977.9620361328124,99.27084350585938,2
128,walker-walk,2851000.0,982.3060913085938,99.06250762939452,2
128,walker-walk,2876000.0,979.9230346679688,99.11459350585938,2
128,walker-walk,2901000.0,978.7725830078124,98.80208587646484,2
128,walker-walk,2926000.0,977.4898681640624,99.375,2
128,walker-walk,2951000.0,967.3449096679688,98.75,2
128,walker-walk,2976000.0,984.3508911132812,99.06250762939452,2
128,walker-walk,3001000.0,980.5529174804688,98.75000762939452,2
128,walker-walk,3026000.0,973.7634887695312,98.54167175292967,2
128,walker-walk,3051000.0,984.5139770507812,99.11458587646484,2
128,walker-walk,3076000.0,978.77294921875,98.90625,2
128,walker-walk,3101000.0,979.5471801757812,99.21875762939452,2
128,walker-walk,3126000.0,972.1640625,99.01041412353516,2
128,walker-walk,3151000.0,974.3310546875,99.58333587646484,2
128,walker-walk,3176000.0,984.3396606445312,99.0625,2
128,walker-walk,3201000.0,976.0062866210938,99.0625,2
128,walker-walk,3226000.0,977.4486694335938,98.95833587646484,2
128,walker-walk,3251000.0,982.2263793945312,98.90625762939452,2
128,walker-walk,3276000.0,975.2072143554688,99.32292175292967,2
128,walker-walk,3301000.0,973.9994506835938,98.80208587646484,2
128,walker-walk,3326000.0,976.7094116210938,99.32292175292967,2
128,walker-walk,3351000.0,979.4330444335938,98.85416412353516,2
128,walker-walk,3376000.0,975.9169921875,99.0625,2
128,walker-walk,3401000.0,974.8013916015624,98.95833587646484,2
128,walker-walk,3426000.0,975.515625,99.06250762939452,2
128,walker-walk,3451000.0,961.3663330078124,98.64584350585938,2
128,walker-walk,3476000.0,981.0116577148438,99.27083587646484,2
128,walker-walk,3501000.0,984.5416259765624,99.42709350585938,2
128,walker-walk,3526000.0,980.9010009765624,98.85417175292967,2
128,walker-walk,3551000.0,982.6106567382812,99.16667175292967,2
128,walker-walk,1000.0,29.8861026763916,69.79167175292969,3
128,walker-walk,26000.0,366.99810791015625,99.79166412353516,3
128,walker-walk,51000.0,941.6368408203124,99.79166412353516,3
128,walker-walk,76000.0,928.8274536132812,99.89583587646484,3
128,walker-walk,101000.0,967.0230712890624,99.79167175292967,3
128,walker-walk,126000.0,966.1824340820312,99.79167175292967,3
128,walker-walk,151000.0,975.7037353515624,99.89583587646484,3
128,walker-walk,176000.0,972.1519775390624,99.73958587646484,3
128,walker-walk,201000.0,957.3566284179688,99.73958587646484,3
128,walker-walk,226000.0,974.2194213867188,99.84375,3
128,walker-walk,251000.0,971.1517944335938,99.79166412353516,3
128,walker-walk,276000.0,964.7711791992188,99.73958587646484,3
128,walker-walk,301000.0,975.2367553710938,99.79167175292967,3
128,walker-walk,326000.0,969.2726440429688,99.89583587646484,3
128,walker-walk,351000.0,972.7822265625,99.73958587646484,3
128,walker-walk,376000.0,963.2683715820312,99.94791412353516,3
128,walker-walk,401000.0,964.9498901367188,99.79167175292967,3
128,walker-walk,426000.0,967.7421875,99.84375,3
128,walker-walk,451000.0,970.7072143554688,99.58333587646484,3
128,walker-walk,476000.0,964.3793334960938,99.94791412353516,3
128,walker-walk,501000.0,973.5252075195312,99.47917175292967,3
128,walker-walk,526000.0,973.5597534179688,99.73958587646484,3
128,walker-walk,551000.0,969.5406494140624,99.16667175292967,3
128,walker-walk,576000.0,970.08349609375,99.42708587646484,3
128,walker-walk,601000.0,967.1378173828124,99.11459350585938,3
128,walker-walk,626000.0,963.3665161132812,99.42709350585938,3
128,walker-walk,651000.0,971.12744140625,99.16667175292967,3
128,walker-walk,676000.0,981.5031127929688,99.37501525878906,3
128,walker-walk,701000.0,971.2794799804688,99.01042175292967,3
128,walker-walk,726000.0,972.4304809570312,98.80208587646484,3
128,walker-walk,751000.0,972.8248291015624,98.64583587646484,3
128,walker-walk,776000.0,971.1902465820312,98.48959350585938,3
128,walker-walk,801000.0,965.8464965820312,98.43751525878906,3
128,walker-walk,826000.0,973.009765625,98.54167175292967,3
128,walker-walk,851000.0,975.8002319335938,98.28125,3
128,walker-walk,876000.0,983.9091796875,97.91667175292967,3
128,walker-walk,901000.0,965.9990234375,98.43750762939452,3
128,walker-walk,926000.0,969.1998291015624,98.48958587646484,3
128,walker-walk,951000.0,968.9470825195312,98.38541412353516,3
128,walker-walk,976000.0,978.1272583007812,98.85416412353516,3
128,walker-walk,1001000.0,969.75634765625,98.43750762939452,3
128,walker-walk,1026000.0,979.7720947265624,98.59375,3
128,walker-walk,1051000.0,970.7172241210938,97.8125,3
128,walker-walk,1076000.0,979.8422241210938,97.76042175292967,3
128,walker-walk,1101000.0,969.0533447265624,98.12500762939452,3
128,walker-walk,1126000.0,971.2299194335938,98.33333587646484,3
128,walker-walk,1151000.0,977.7625122070312,97.65625762939452,3
128,walker-walk,1176000.0,969.4708862304688,97.55207824707033,3
128,walker-walk,1201000.0,980.33154296875,97.55208587646484,3
128,walker-walk,1226000.0,979.6090087890624,97.76042175292967,3
128,walker-walk,1251000.0,971.4283447265624,98.125,3
128,walker-walk,1276000.0,978.5426025390624,98.02082824707033,3
128,walker-walk,1301000.0,970.8770751953124,97.8125,3
128,walker-walk,1326000.0,975.0101928710938,98.33334350585938,3
128,walker-walk,1351000.0,981.0892944335938,97.81251525878906,3
128,walker-walk,1376000.0,980.2003784179688,97.76042175292967,3
128,walker-walk,1401000.0,971.1763916015624,98.07291412353516,3
128,walker-walk,1426000.0,980.14453125,97.91667175292967,3
128,walker-walk,1451000.0,974.6940307617188,97.96875762939452,3
128,walker-walk,1476000.0,974.3182983398438,97.76041412353516,3
128,walker-walk,1501000.0,988.4078979492188,98.02083587646484,3
128,walker-walk,1526000.0,973.2142944335938,97.65624237060548,3
128,walker-walk,1551000.0,969.9450073242188,97.5,3
128,walker-walk,1576000.0,974.7709350585938,97.23959350585938,3
128,walker-walk,1601000.0,977.1925659179688,97.23959350585938,3
128,walker-walk,1626000.0,979.8563842773438,97.8125,3
128,walker-walk,1651000.0,978.5087890625,97.86459350585938,3
128,walker-walk,1676000.0,981.8300170898438,98.22916412353516,3
128,walker-walk,1701000.0,973.3643798828124,97.96875,3
128,walker-walk,1726000.0,976.7688598632812,97.81250762939452,3
128,walker-walk,1751000.0,976.0304565429688,98.12500762939452,3
128,walker-walk,1776000.0,974.6970825195312,97.76042175292967,3
128,walker-walk,1801000.0,982.0177612304688,97.65625762939452,3
128,walker-walk,1826000.0,982.5914916992188,98.22916412353516,3
128,walker-walk,1851000.0,979.677734375,97.96875762939452,3
128,walker-walk,1876000.0,962.4456176757812,97.76041412353516,3
128,walker-walk,1901000.0,970.7853393554688,98.02084350585938,3
128,walker-walk,1926000.0,980.3056640625,98.33334350585938,3
128,walker-walk,1951000.0,979.9239501953124,97.76041412353516,3
128,walker-walk,1976000.0,975.7780151367188,98.75000762939452,3
128,walker-walk,2001000.0,974.9697265625,98.07292175292967,3
128,walker-walk,2026000.0,980.5114135742188,97.18750762939452,3
128,walker-walk,2051000.0,972.6648559570312,98.28125,3
128,walker-walk,2076000.0,968.8341674804688,98.17709350585938,3
128,walker-walk,2101000.0,980.0639038085938,97.96875762939452,3
128,walker-walk,2126000.0,970.4588012695312,98.59375,3
128,walker-walk,2151000.0,968.6715087890624,98.33333587646484,3
128,walker-walk,2176000.0,982.68212890625,98.69792175292967,3
128,walker-walk,2201000.0,984.1295166015624,97.76042175292967,3
128,walker-walk,2226000.0,981.888671875,98.17708587646484,3
128,walker-walk,2251000.0,980.4904174804688,98.95832824707033,3
128,walker-walk,2276000.0,964.6804809570312,98.28125762939452,3
128,walker-walk,2301000.0,979.7420043945312,98.69792175292967,3
128,walker-walk,2326000.0,965.36962890625,98.54167175292967,3
128,walker-walk,2351000.0,976.6961059570312,98.69792175292967,3
128,walker-walk,2376000.0,980.7476806640624,98.48959350585938,3
128,walker-walk,2401000.0,976.0646362304688,98.4375,3
128,walker-walk,2426000.0,980.4066772460938,98.59375,3
128,walker-walk,2451000.0,972.5084228515624,98.4375,3
128,walker-walk,2476000.0,972.158203125,98.64583587646484,3
128,walker-walk,2501000.0,973.7210083007812,98.59375762939452,3
128,walker-walk,2526000.0,980.1329956054688,98.28125762939452,3
128,walker-walk,2551000.0,983.1642456054688,98.43750762939452,3
128,walker-walk,2576000.0,973.6771850585938,98.48958587646484,3
128,walker-walk,2601000.0,980.5035400390624,98.59375,3
128,walker-walk,2626000.0,982.771484375,98.85416412353516,3
128,walker-walk,2651000.0,979.4390869140624,98.75,3
128,walker-walk,2676000.0,978.6248168945312,98.95833587646484,3
256,walker-walk,1000.0,30.701995849609375,73.359375,1
256,walker-walk,26000.0,854.3933715820312,100.0,1
256,walker-walk,51000.0,960.9677734375,100.0,1
256,walker-walk,76000.0,966.578125,99.97396087646484,1
256,walker-walk,101000.0,965.85888671875,99.97396087646484,1
256,walker-walk,126000.0,971.4781494140624,100.0,1
256,walker-walk,151000.0,969.8884887695312,100.0,1
256,walker-walk,176000.0,976.8487548828124,100.0,1
256,walker-walk,201000.0,878.0753784179688,100.0,1
256,walker-walk,226000.0,956.9796752929688,100.0,1
256,walker-walk,251000.0,980.7418212890624,100.0,1
256,walker-walk,276000.0,975.46435546875,100.0,1
256,walker-walk,301000.0,973.9099731445312,100.0,1
256,walker-walk,326000.0,980.6316528320312,100.0,1
256,walker-walk,351000.0,968.0084228515624,100.0,1
256,walker-walk,376000.0,977.9630737304688,100.0,1
256,walker-walk,401000.0,976.9025268554688,100.0,1
256,walker-walk,426000.0,973.234375,100.0,1
256,walker-walk,451000.0,968.4680786132812,99.97396087646484,1
256,walker-walk,476000.0,971.4843139648438,100.0,1
256,walker-walk,501000.0,976.9210815429688,100.0,1
256,walker-walk,526000.0,974.8582153320312,99.94792175292967,1
256,walker-walk,551000.0,973.7138061523438,100.0,1
256,walker-walk,576000.0,978.8694458007812,99.97396087646484,1
256,walker-walk,601000.0,977.4874267578124,100.0,1
256,walker-walk,626000.0,973.1177978515624,100.0,1
256,walker-walk,651000.0,974.3005981445312,100.0,1
256,walker-walk,676000.0,975.4216918945312,100.0,1
256,walker-walk,701000.0,974.4302978515624,100.0,1
256,walker-walk,726000.0,981.6664428710938,99.94792175292967,1
256,walker-walk,751000.0,974.0032348632812,100.0,1
256,walker-walk,776000.0,979.3157348632812,99.97396087646484,1
256,walker-walk,801000.0,975.6598510742188,100.0,1
256,walker-walk,826000.0,979.9191284179688,100.0,1
256,walker-walk,851000.0,970.1651611328124,100.0,1
256,walker-walk,876000.0,982.0339965820312,99.94792175292967,1
256,walker-walk,901000.0,982.5792236328124,99.921875,1
256,walker-walk,926000.0,972.3394775390624,99.97396087646484,1
256,walker-walk,951000.0,983.3171997070312,99.92188262939452,1
256,walker-walk,976000.0,978.0889892578124,99.92188262939452,1
256,walker-walk,1001000.0,975.3734741210938,99.89583587646484,1
256,walker-walk,1026000.0,977.5248413085938,99.89584350585938,1
256,walker-walk,1051000.0,968.7404174804688,99.94792175292967,1
256,walker-walk,1076000.0,982.3698120117188,99.92188262939452,1
256,walker-walk,1101000.0,975.7444458007812,99.97396087646484,1
256,walker-walk,1126000.0,983.189453125,99.97396087646484,1
