fsq_levels,env,env_step,time,episode_reward,active_percent,seed
"[8, 8]",walker-walk,2026000.0,0,982.4933471679688,96.771240234375,1
"[8, 8]",walker-walk,2051000.0,0,977.728515625,96.3043212890625,1
"[8, 8]",walker-walk,2076000.0,0,978.8218994140624,96.221923828125,1
"[8, 8]",walker-walk,2101000.0,0,975.6101684570312,96.44775390625,1
"[8, 8]",walker-walk,2126000.0,0,970.0001220703124,95.9808349609375,1
"[8, 8]",walker-walk,2151000.0,0,977.2297973632812,96.002197265625,1
"[8, 8]",walker-walk,2176000.0,0,980.2017822265624,95.56884765625,1
"[8, 8]",walker-walk,2201000.0,0,980.2599487304688,95.7977294921875,1
"[8, 8]",walker-walk,2226000.0,0,978.625,95.5322265625,1
"[8, 8]",walker-walk,2251000.0,0,975.05712890625,95.037841796875,1
"[8, 8]",walker-walk,2276000.0,0,981.78759765625,95.355224609375,1
"[8, 8]",walker-walk,2301000.0,0,976.58203125,95.1141357421875,1
"[8, 8]",walker-walk,2326000.0,0,977.7182006835938,95.3216552734375,1
"[8, 8]",walker-walk,2351000.0,0,974.0279541015624,95.20263671875,1
"[8, 8]",walker-walk,2376000.0,0,972.4242553710938,94.5098876953125,1
"[8, 8]",walker-walk,2401000.0,0,978.9034423828124,94.464111328125,1
"[8, 8]",walker-walk,2426000.0,0,978.8453369140624,94.7845458984375,1
"[8, 8]",walker-walk,2451000.0,0,975.0027465820312,93.6676025390625,1
"[8, 8]",walker-walk,2476000.0,0,977.7599487304688,93.878173828125,1
"[8, 8]",walker-walk,2501000.0,0,983.9406127929688,93.817138671875,1
"[8, 8]",walker-walk,2526000.0,0,974.0108642578124,94.000244140625,1
"[8, 8]",walker-walk,2551000.0,0,973.2306518554688,94.0093994140625,1
"[8, 8]",walker-walk,2576000.0,0,978.0732421875,92.9473876953125,1
"[8, 8]",walker-walk,2601000.0,0,971.6863403320312,93.34716796875,1
"[8, 8]",walker-walk,2626000.0,0,978.0805053710938,92.999267578125,1
"[8, 8]",walker-walk,2651000.0,0,977.6691284179688,91.8365478515625,1
"[8, 8]",walker-walk,2676000.0,0,973.09228515625,91.754150390625,1
"[8, 8]",walker-walk,2701000.0,0,976.6907348632812,91.8182373046875,1
"[8, 8]",walker-walk,2726000.0,0,982.4176025390624,91.1956787109375,1
"[8, 8]",walker-walk,2751000.0,0,975.5079956054688,90.2923583984375,1
"[8, 8]",walker-walk,2776000.0,0,986.8078002929688,89.61181640625,1
"[8, 8]",walker-walk,2801000.0,0,981.8505859375,89.39208984375,1
"[8, 8]",walker-walk,2826000.0,0,977.6593627929688,89.0655517578125,1
"[8, 8]",walker-walk,2851000.0,0,980.4939575195312,88.6260986328125,1
"[8, 8]",walker-walk,2876000.0,0,977.1754150390624,88.3392333984375,1
"[8, 8]",walker-walk,2901000.0,0,978.5934448242188,88.3819580078125,1
"[8, 8]",walker-walk,2926000.0,0,979.8207397460938,88.0401611328125,1
"[8, 8]",walker-walk,2951000.0,0,973.8935546875,88.104248046875,1
"[8, 8]",walker-walk,2976000.0,0,976.96044921875,87.664794921875,1
"[8, 8]",walker-walk,3001000.0,0,974.6366577148438,87.493896484375,1
"[8, 8]",walker-walk,3026000.0,0,981.4124145507812,87.95166015625,1
"[8, 8]",walker-walk,3051000.0,0,978.4049072265624,87.640380859375,1
"[8, 8]",walker-walk,3076000.0,0,978.0568237304688,87.9058837890625,1
"[8, 8]",walker-walk,3101000.0,0,976.1830444335938,87.152099609375,1
"[8, 8]",walker-walk,3126000.0,0,981.583984375,88.4796142578125,1
"[8, 8]",walker-walk,3151000.0,0,978.5300903320312,87.9486083984375,1
"[8, 8]",walker-walk,1000.0,0,42.40439224243164,54.473876953125,2
"[8, 8]",walker-walk,26000.0,0,887.7443237304688,86.19384765625,2
"[8, 8]",walker-walk,51000.0,0,956.3156127929688,94.049072265625,2
"[8, 8]",walker-walk,76000.0,0,966.9950561523438,96.1273193359375,2
"[8, 8]",walker-walk,101000.0,0,967.3903198242188,96.37451171875,2
"[8, 8]",walker-walk,126000.0,0,981.2266845703124,97.088623046875,2
"[8, 8]",walker-walk,151000.0,0,967.09521484375,98.01025390625,2
"[8, 8]",walker-walk,176000.0,0,974.1043090820312,97.4639892578125,2
"[8, 8]",walker-walk,201000.0,0,972.5552978515624,97.918701171875,2
"[8, 8]",walker-walk,226000.0,0,972.1886596679688,97.894287109375,2
"[8, 8]",walker-walk,251000.0,0,973.693359375,96.3470458984375,2
"[8, 8]",walker-walk,276000.0,0,978.9052734375,94.83642578125,2
"[8, 8]",walker-walk,301000.0,0,974.0228881835938,94.1162109375,2
"[8, 8]",walker-walk,326000.0,0,972.07763671875,93.4722900390625,2
"[8, 8]",walker-walk,351000.0,0,972.853515625,93.6737060546875,2
"[8, 8]",walker-walk,376000.0,0,977.6802978515624,92.46826171875,2
"[8, 8]",walker-walk,401000.0,0,978.3733520507812,91.5863037109375,2
"[8, 8]",walker-walk,426000.0,0,974.3624877929688,93.0206298828125,2
"[8, 8]",walker-walk,451000.0,0,975.0509643554688,94.2901611328125,2
"[8, 8]",walker-walk,476000.0,0,978.79248046875,94.4091796875,2
"[8, 8]",walker-walk,501000.0,0,984.0626831054688,94.90966796875,2
"[8, 8]",walker-walk,526000.0,0,976.9586791992188,94.8486328125,2
"[8, 8]",walker-walk,551000.0,0,978.54541015625,95.3155517578125,2
"[8, 8]",walker-walk,576000.0,0,982.8602905273438,95.550537109375,2
"[8, 8]",walker-walk,601000.0,0,980.01953125,96.3592529296875,2
"[8, 8]",walker-walk,626000.0,0,975.60546875,96.5301513671875,2
"[8, 8]",walker-walk,651000.0,0,986.7976684570312,96.8170166015625,2
"[8, 8]",walker-walk,676000.0,0,979.6194458007812,97.332763671875,2
"[8, 8]",walker-walk,701000.0,0,983.5763549804688,97.5860595703125,2
"[8, 8]",walker-walk,726000.0,0,979.4033203125,98.223876953125,2
"[8, 8]",walker-walk,751000.0,0,976.62939453125,97.4700927734375,2
"[8, 8]",walker-walk,776000.0,0,978.2687377929688,97.2900390625,2
"[8, 8]",walker-walk,801000.0,0,972.0253295898438,97.4365234375,2
"[8, 8]",walker-walk,826000.0,0,977.1318359375,97.8179931640625,2
"[8, 8]",walker-walk,851000.0,0,974.2760009765624,97.869873046875,2
"[8, 8]",walker-walk,876000.0,0,978.6520385742188,98.089599609375,2
"[8, 8]",walker-walk,901000.0,0,984.7312622070312,98.150634765625,2
"[8, 8]",walker-walk,926000.0,0,978.4210815429688,98.1964111328125,2
"[8, 8]",walker-walk,951000.0,0,984.12255859375,98.6846923828125,2
"[8, 8]",walker-walk,976000.0,0,980.7948608398438,98.57177734375,2
"[8, 8]",walker-walk,1001000.0,0,982.6664428710938,98.5321044921875,2
"[8, 8]",walker-walk,1026000.0,0,984.5167236328124,98.49853515625,2
"[8, 8]",walker-walk,1051000.0,0,982.1957397460938,98.7823486328125,2
"[8, 8]",walker-walk,1076000.0,0,973.0140991210938,98.7274169921875,2
"[8, 8]",walker-walk,1101000.0,0,982.1199340820312,98.4771728515625,2
"[8, 8]",walker-walk,1126000.0,0,974.71533203125,98.5321044921875,2
"[8, 8]",walker-walk,1151000.0,0,980.4122924804688,98.291015625,2
"[8, 8]",walker-walk,1176000.0,0,988.1010131835938,98.5260009765625,2
"[8, 8]",walker-walk,1201000.0,0,978.0226440429688,98.37646484375,2
"[8, 8]",walker-walk,1226000.0,0,982.1334838867188,98.583984375,2
"[8, 8]",walker-walk,1251000.0,0,985.5362548828124,98.69384765625,2
"[8, 8]",walker-walk,1276000.0,0,980.5974731445312,98.7548828125,2
"[8, 8]",walker-walk,1301000.0,0,976.4655151367188,98.5809326171875,2
"[8, 8]",walker-walk,1326000.0,0,975.6705322265624,98.5626220703125,2
"[8, 8]",walker-walk,1351000.0,0,978.9867553710938,98.504638671875,2
"[8, 8]",walker-walk,1376000.0,0,973.2890625,98.2757568359375,2
"[8, 8]",walker-walk,1401000.0,0,979.4947509765624,98.394775390625,2
"[8, 8]",walker-walk,1426000.0,0,987.9074096679688,98.4130859375,2
"[8, 8]",walker-walk,1451000.0,0,979.8551025390624,98.4527587890625,2
"[8, 8]",walker-walk,1476000.0,0,975.4156494140624,98.5382080078125,2
"[8, 8]",walker-walk,1501000.0,0,974.4042358398438,98.5443115234375,2
"[8, 8]",walker-walk,1526000.0,0,976.5146484375,98.4832763671875,2
"[8, 8]",walker-walk,1551000.0,0,979.0587768554688,98.7457275390625,2
"[8, 8]",walker-walk,1576000.0,0,973.19384765625,98.6297607421875,2
"[8, 8]",walker-walk,1601000.0,0,979.841796875,98.6083984375,2
"[8, 8]",walker-walk,1626000.0,0,983.6610717773438,98.541259765625,2
"[8, 8]",walker-walk,1651000.0,0,984.1767578125,98.42529296875,2
"[8, 8]",walker-walk,1676000.0,0,985.0109252929688,98.193359375,2
"[8, 8]",walker-walk,1701000.0,0,976.279296875,98.2391357421875,2
"[8, 8]",walker-walk,1726000.0,0,979.6381225585938,97.698974609375,2
"[8, 8]",walker-walk,1751000.0,0,981.7152709960938,97.9644775390625,2
"[8, 8]",walker-walk,1776000.0,0,981.9711303710938,98.1536865234375,2
"[8, 8]",walker-walk,1801000.0,0,973.2670288085938,97.9949951171875,2
"[8, 8]",walker-walk,1826000.0,0,983.8908081054688,98.13232421875,2
"[8, 8]",walker-walk,1851000.0,0,980.9706420898438,98.2269287109375,2
"[8, 8]",walker-walk,1876000.0,0,978.0204467773438,98.3612060546875,2
"[8, 8]",walker-walk,1901000.0,0,982.7914428710938,98.3367919921875,2
"[8, 8]",walker-walk,1926000.0,0,980.5294189453124,98.486328125,2
"[8, 8]",walker-walk,1951000.0,0,982.4603881835938,98.583984375,2
"[8, 8]",walker-walk,1976000.0,0,974.85595703125,98.4222412109375,2
"[8, 8]",walker-walk,2001000.0,0,979.2890625,98.42529296875,2
"[8, 8]",walker-walk,2026000.0,0,977.2758178710938,98.4832763671875,2
"[8, 8]",walker-walk,2051000.0,0,986.8214721679688,98.583984375,2
"[8, 8]",walker-walk,2076000.0,0,979.1306762695312,98.4039306640625,2
"[8, 8]",walker-walk,2101000.0,0,978.7877197265624,98.626708984375,2
"[8, 8]",walker-walk,2126000.0,0,987.1444702148438,98.5504150390625,2
"[8, 8]",walker-walk,2151000.0,0,980.66455078125,98.5260009765625,2
"[8, 8]",walker-walk,2176000.0,0,975.9760131835938,98.443603515625,2
"[8, 8]",walker-walk,2201000.0,0,980.0484619140624,98.5107421875,2
"[8, 8]",walker-walk,2226000.0,0,981.4840087890624,98.4832763671875,2
"[8, 8]",walker-walk,2251000.0,0,976.0587768554688,98.6572265625,2
"[8, 8]",walker-walk,2276000.0,0,983.2652587890624,98.4039306640625,2
"[8, 8]",walker-walk,2301000.0,0,983.8920288085938,98.394775390625,2
"[8, 8]",walker-walk,2326000.0,0,979.5894775390624,98.30322265625,2
"[8, 8]",walker-walk,2351000.0,0,981.1747436523438,98.138427734375,2
"[8, 8]",walker-walk,2376000.0,0,983.0668334960938,98.08349609375,2
"[8, 8]",walker-walk,2401000.0,0,983.4274291992188,98.0133056640625,2
"[8, 8]",walker-walk,2426000.0,0,976.0307006835938,98.126220703125,2
"[8, 8]",walker-walk,2451000.0,0,975.9742431640624,98.1353759765625,2
"[8, 8]",walker-walk,2476000.0,0,975.1221923828124,97.967529296875,2
"[8, 8]",walker-walk,2501000.0,0,971.4249877929688,98.388671875,2
"[8, 8]",walker-walk,2526000.0,0,984.3956298828124,98.443603515625,2
"[8, 8]",walker-walk,2551000.0,0,977.908203125,98.199462890625,2
"[8, 8]",walker-walk,2576000.0,0,985.6557006835938,98.3978271484375,2
"[8, 8]",walker-walk,2601000.0,0,978.5841064453124,98.35205078125,2
"[8, 8]",walker-walk,2626000.0,0,972.2531127929688,98.3551025390625,2
"[8, 8]",walker-walk,2651000.0,0,971.45556640625,98.077392578125,2
"[8, 8]",walker-walk,2676000.0,0,978.0280151367188,98.193359375,2
"[8, 8]",walker-walk,2701000.0,0,976.8404541015624,98.2208251953125,2
"[8, 8]",walker-walk,2726000.0,0,980.4076538085938,98.297119140625,2
"[8, 8]",walker-walk,2751000.0,0,978.0983276367188,98.0224609375,2
"[8, 8]",walker-walk,2776000.0,0,978.8976440429688,98.3367919921875,2
"[8, 8]",walker-walk,2801000.0,0,981.9232788085938,98.4344482421875,2
"[8, 8]",walker-walk,2826000.0,0,979.9808959960938,98.4161376953125,2
"[8, 8]",walker-walk,2851000.0,0,983.3707275390624,98.4161376953125,2
"[8, 8]",walker-walk,2876000.0,0,976.7197265625,98.3673095703125,2
"[8, 8]",walker-walk,2901000.0,0,983.5851440429688,98.20556640625,2
"[8, 8]",walker-walk,2926000.0,0,980.2799072265624,98.2208251953125,2
"[8, 8]",walker-walk,2951000.0,0,977.9773559570312,98.016357421875,2
"[8, 8]",walker-walk,2976000.0,0,984.7896728515624,97.83935546875,2
"[8, 8]",walker-walk,3001000.0,0,982.5982666015624,97.7935791015625,2
"[8, 8]",walker-walk,3026000.0,0,974.6257934570312,98.138427734375,2
"[8, 8]",walker-walk,3051000.0,0,978.4838256835938,97.8515625,2
"[8, 8]",walker-walk,3076000.0,0,980.0792846679688,97.5555419921875,2
"[8, 8]",walker-walk,3101000.0,0,981.3909301757812,98.046875,2
"[8, 8]",walker-walk,3126000.0,0,978.1004028320312,97.79052734375,2
"[8, 8]",walker-walk,3151000.0,0,977.9895629882812,97.625732421875,2
"[8, 8]",walker-walk,1000.0,0,38.391387939453125,54.852294921875,3
"[8, 8]",walker-walk,26000.0,0,604.4327392578125,82.5836181640625,3
"[8, 8]",walker-walk,51000.0,0,961.6439819335938,92.5933837890625,3
"[8, 8]",walker-walk,76000.0,0,960.4288330078124,93.7591552734375,3
"[8, 8]",walker-walk,101000.0,0,975.3961181640624,94.7174072265625,3
"[8, 8]",walker-walk,126000.0,0,972.3562622070312,95.208740234375,3
"[8, 8]",walker-walk,151000.0,0,976.0978393554688,95.916748046875,3
"[8, 8]",walker-walk,176000.0,0,971.6835327148438,95.0225830078125,3
"[8, 8]",walker-walk,201000.0,0,979.2369995117188,95.1446533203125,3
"[8, 8]",walker-walk,226000.0,0,980.3976440429688,93.98193359375,3
"[8, 8]",walker-walk,251000.0,0,976.8722534179688,93.634033203125,3
"[8, 8]",walker-walk,276000.0,0,978.3181762695312,93.743896484375,3
"[8, 8]",walker-walk,301000.0,0,980.4171142578124,93.3807373046875,3
"[8, 8]",walker-walk,326000.0,0,976.0662231445312,93.7408447265625,3
"[8, 8]",walker-walk,351000.0,0,981.8126831054688,94.6319580078125,3
"[8, 8]",walker-walk,376000.0,0,975.7177734375,94.8486328125,3
"[8, 8]",walker-walk,401000.0,0,975.267578125,93.695068359375,3
"[8, 8]",walker-walk,426000.0,0,973.0060424804688,92.7276611328125,3
"[8, 8]",walker-walk,451000.0,0,971.7076416015624,90.9454345703125,3
"[8, 8]",walker-walk,476000.0,0,976.5099487304688,90.3656005859375,3
"[8, 8]",walker-walk,501000.0,0,973.0712890625,89.691162109375,3
"[8, 8]",walker-walk,526000.0,0,978.8283081054688,89.788818359375,3
"[8, 8]",walker-walk,551000.0,0,977.2249145507812,90.07568359375,3
"[8, 8]",walker-walk,576000.0,0,974.0341186523438,91.80908203125,3
"[8, 8]",walker-walk,601000.0,0,977.0939331054688,92.02880859375,3
"[8, 8]",walker-walk,626000.0,0,937.1652221679688,91.3482666015625,3
"[8, 8]",walker-walk,651000.0,0,978.8722534179688,91.30859375,3
"[8, 8]",walker-walk,676000.0,0,983.9100952148438,92.0074462890625,3
"[8, 8]",walker-walk,701000.0,0,979.9691772460938,93.060302734375,3
"[8, 8]",walker-walk,726000.0,0,980.1560668945312,93.389892578125,3
"[8, 8]",walker-walk,751000.0,0,975.5191650390624,93.8507080078125,3
"[8, 8]",walker-walk,776000.0,0,982.2963256835938,94.9066162109375,3
"[8, 8]",walker-walk,801000.0,0,975.1557006835938,95.2880859375,3
"[8, 8]",walker-walk,826000.0,0,975.5631103515624,95.5169677734375,3
"[8, 8]",walker-walk,851000.0,0,982.95361328125,96.331787109375,3
"[8, 8]",walker-walk,876000.0,0,987.2980346679688,96.923828125,3
"[8, 8]",walker-walk,901000.0,0,978.3372192382812,96.893310546875,3
"[8, 8]",walker-walk,926000.0,0,979.9957275390624,97.479248046875,3
"[8, 8]",walker-walk,951000.0,0,972.9567260742188,97.54638671875,3
"[8, 8]",walker-walk,976000.0,0,978.3969116210938,97.4273681640625,3
"[8, 8]",walker-walk,1001000.0,0,975.8679809570312,97.6409912109375,3
"[8, 8]",walker-walk,1026000.0,0,980.4801635742188,98.0010986328125,3
"[8, 8]",walker-walk,1051000.0,0,969.9762573242188,98.480224609375,3
"[8, 8]",walker-walk,1076000.0,0,980.3740234375,97.2991943359375,3
"[8, 8]",walker-walk,1101000.0,0,981.306640625,98.162841796875,3
"[8, 8]",walker-walk,1126000.0,0,971.896484375,98.3917236328125,3
"[8, 8]",walker-walk,1151000.0,0,981.0769653320312,98.3612060546875,3
"[8, 8]",walker-walk,1176000.0,0,974.1160278320312,98.5015869140625,3
"[8, 8]",walker-walk,1201000.0,0,981.1947631835938,98.4588623046875,3
"[8, 8]",walker-walk,1226000.0,0,979.9981689453124,98.7945556640625,3
"[8, 8]",walker-walk,1251000.0,0,978.1787109375,99.066162109375,3
"[8, 8]",walker-walk,1276000.0,0,983.6742553710938,98.84033203125,3
"[8, 8]",walker-walk,1301000.0,0,965.7518920898438,99.005126953125,3
"[8, 8]",walker-walk,1326000.0,0,978.3699340820312,98.9166259765625,3
"[8, 8]",walker-walk,1351000.0,0,985.5608520507812,99.017333984375,3
"[8, 8]",walker-walk,1376000.0,0,983.3468627929688,98.931884765625,3
"[8, 8]",walker-walk,1401000.0,0,974.7371215820312,98.8067626953125,3
"[8, 8]",walker-walk,1426000.0,0,980.2467041015624,99.249267578125,3
"[8, 8]",walker-walk,1451000.0,0,976.1154174804688,99.0478515625,3
"[8, 8]",walker-walk,1476000.0,0,976.1957397460938,99.0081787109375,3
"[8, 8]",walker-walk,1501000.0,0,987.36279296875,99.163818359375,3
"[8, 8]",walker-walk,1526000.0,0,975.0205078125,99.1912841796875,3
"[8, 8]",walker-walk,1551000.0,0,970.9568481445312,99.2767333984375,3
"[8, 8]",walker-walk,1576000.0,0,978.5478515625,99.2156982421875,3
"[8, 8]",walker-walk,1601000.0,0,979.0734252929688,99.188232421875,3
"[8, 8]",walker-walk,1626000.0,0,982.1322631835938,99.2462158203125,3
"[8, 8]",walker-walk,1651000.0,0,983.6455078125,99.310302734375,3
"[8, 8]",walker-walk,1676000.0,0,971.0779418945312,99.4049072265625,3
"[8, 8]",walker-walk,1701000.0,0,977.8585205078124,99.2919921875,3
"[8, 8]",walker-walk,1726000.0,0,973.4796752929688,99.2919921875,3
"[8, 8]",walker-walk,1751000.0,0,972.3563842773438,99.4293212890625,3
"[8, 8]",walker-walk,1776000.0,0,983.2559814453124,99.3316650390625,3
"[8, 8]",walker-walk,1801000.0,0,980.6456298828124,99.3011474609375,3
"[8, 8]",walker-walk,1826000.0,0,978.3053588867188,99.517822265625,3
"[8, 8]",walker-walk,1851000.0,0,982.8253784179688,99.169921875,3
"[8, 8]",walker-walk,1876000.0,0,966.0514526367188,99.0631103515625,3
"[8, 8]",walker-walk,1901000.0,0,971.0443725585938,99.1455078125,3
"[8, 8]",walker-walk,1926000.0,0,982.591796875,99.267578125,3
"[8, 8]",walker-walk,1951000.0,0,981.8694458007812,99.2828369140625,3
"[8, 8]",walker-walk,1976000.0,0,975.0438842773438,99.4354248046875,3
"[8, 8]",walker-walk,2001000.0,0,976.0241088867188,99.2034912109375,3
"[8, 8]",walker-walk,2026000.0,0,984.291015625,99.23095703125,3
"[8, 8]",walker-walk,2051000.0,0,979.3080444335938,99.3011474609375,3
"[8, 8]",walker-walk,2076000.0,0,970.3267822265624,99.3316650390625,3
"[8, 8]",walker-walk,2101000.0,0,983.6935424804688,99.4232177734375,3
"[8, 8]",walker-walk,2126000.0,0,967.92529296875,99.407958984375,3
"[8, 8]",walker-walk,2151000.0,0,978.2998046875,99.2889404296875,3
"[8, 8]",walker-walk,2176000.0,0,980.9532470703124,99.32861328125,3
"[8, 8]",walker-walk,2201000.0,0,985.2418212890624,99.3743896484375,3
"[8, 8]",walker-walk,2226000.0,0,978.45068359375,99.4537353515625,3
"[8, 8]",walker-walk,2251000.0,0,984.3516845703124,99.35302734375,3
"[8, 8]",walker-walk,2276000.0,0,967.3278198242188,99.2584228515625,3
"[8, 8]",walker-walk,2301000.0,0,978.9312744140624,99.2401123046875,3
"[8, 8]",walker-walk,2326000.0,0,965.6635131835938,99.1729736328125,3
"[8, 8]",walker-walk,2351000.0,0,912.9664916992188,98.8372802734375,3
"[8, 8]",walker-walk,2376000.0,0,979.4889526367188,99.3255615234375,3
"[8, 8]",walker-walk,2401000.0,0,969.7946166992188,98.9715576171875,3
"[8, 8]",walker-walk,2426000.0,0,971.7340698242188,99.1302490234375,3
"[8, 8]",walker-walk,2451000.0,0,978.6316528320312,99.3255615234375,3
"[8, 8]",walker-walk,2476000.0,0,976.23046875,98.9349365234375,3
"[8, 8]",walker-walk,2501000.0,0,969.5258178710938,99.1424560546875,3
"[8, 8]",walker-walk,2526000.0,0,983.3117065429688,98.8250732421875,3
"[8, 8]",walker-walk,2551000.0,0,980.65771484375,99.237060546875,3
"[8, 8]",walker-walk,2576000.0,0,978.2955322265624,98.9990234375,3
